persona_id,persona_nombre,imagen_url,post_status,thumbnail_id,mime_type
150381,"Dámaso Pérez Prado","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012703.jpg",publish,150382,"image/jpeg"
150383,"Iván Wyszogrod","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012700.jpg",publish,150384,"image/jpeg"
150386,"Nelson Chelia","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012694.jpg",publish,150387,"image/jpeg"
150405,"Erasmo Olivera","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012688.jpg",publish,150406,"image/jpeg"
150407,"Eduardo Cutuli","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012685.jpg",publish,150408,"image/jpeg"
150409,"Adolfo Yannelli","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012673.jpg",publish,150410,"image/jpeg"
150411,"Eva Gatica","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000065666.jpg",publish,150412,"image/jpeg"
150414,"Edgardo Nieva","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012670.jpg",publish,150415,"image/jpeg"
150437,"Hermenegildo Sábat","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000065462.jpg",publish,150438,"image/jpeg"
150440,"Chunchuna Villafañe","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012648.jpg",publish,150441,"image/jpeg"
150444,"Nati Mistral","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012640.jpg",publish,150445,"image/jpeg"
150451,"Nito Artaza","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012635.jpg",publish,150452,"image/jpeg"
150484,"Allan Svensson","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012627.jpg",publish,150485,"image/jpeg"
150487,"Jessica Zandén","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012621.jpg",publish,150488,"image/jpeg"
150490,"Björn Granath","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012618.jpg",publish,150491,"image/jpeg"
150492,"Per Myrberg","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012615.jpg",publish,150493,"image/png"
150494,"Grynet Molvig","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012612.jpg",publish,150495,"image/jpeg"
150496,"Peder Falk","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012609.jpg",publish,150497,"image/jpeg"
150498,"Bibi Andersson","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012606.jpg",publish,150499,"image/jpeg"
150500,"Thomas Hellberg","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012603.jpg",publish,150501,"image/jpeg"
150527,"Aníbal Montecchia","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000065291.jpg",publish,150528,"image/jpeg"
150536,"Gonzalo Urtizberea","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012595.jpg",publish,150537,"image/jpeg"
150547,"Carmen Amaya","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012570.jpg",publish,150548,"image/jpeg"
150553,"Ignacio Corsini","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012565.jpg",publish,150554,"image/jpeg"
150565,"Mabel Karr","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012560.jpg",publish,150566,"image/jpeg"
150567,"Pascual Condito","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012555.jpg",publish,150568,"image/jpeg"
150569,"Jorge Asís","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012549.jpg",publish,150570,"image/jpeg"
150582,"Julio Aldama","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012544.jpg",publish,150583,"image/jpeg"
150589,"Guadalupe","https://cinenacional.com/wp-content/uploads/2018/10/guadalupe.jpg",publish,163133,"image/jpeg"
150601,"Milena Plebs","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012537.jpg",publish,150602,"image/jpeg"
150619,"Karin Pistarini","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000065945.jpg",publish,150620,"image/jpeg"
150653,"Ricardo Güiraldes","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012524.jpg",publish,150654,"image/jpeg"
150657,"Alejandra Boero","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000065930.jpg",publish,150658,"image/jpeg"
150665,"Helena Tritek","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012517.jpg",publish,150666,"image/jpeg"
150680,"Diego Bonadeo","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000067924.jpg",publish,150681,"image/jpeg"
150684,"Enrique Macaya Márquez","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012506.jpg",publish,150685,"image/jpeg"
150686,"Néstor Ibarra","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012503.jpg",publish,150687,"image/jpeg"
150691,"Lino Palacio","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000012495.jpg",publish,150692,"image/jpeg"
