movie_id,movie_title,movie_year,person_id,person_first_name,person_last_name,death_year,years_difference,work_type
2035,"Viento norte",2020,157638,"Juan","Bono",1979,41,cast
318,"El candidato",2017,158783,"Julián","Bourges",1976,41,cast
1038,"El jefe",2011,151529,"Violeta","Antier",1970,41,cast
2853,"La sombra",2015,158953,"Alberto","Barcel",1975,40,cast
1009,"Invasión",2015,155271,"Aníbal","Troilo",1975,40,crew
925,"Los hipócritas",2019,156973,"Carlos","Bianquet",1979,40,cast
2504,"Perón, sinfonía del sentimiento",1999,138833,"Raúl","Scalabrini Ortiz",1959,40,crew
2054,"Yo quiero ser bataclana",2005,157932,"Roberto","Blanco",1965,40,cast
1731,"La tía de Carlitos",1953,145373,"Brandon","Thomas",1914,39,crew
191390,"Hedy Crilla, maestra de actores",2023,153929,"Hedy","Crilla",1984,39,cast
651,"Después del silencio",2020,155474,"Lucas","Demare",1981,39,crew
2850,"Balnearios",2001,137309,"Eddie","South",1962,39,crew
1627,"El regreso",2003,152308,"Graciliano","Batista",1964,39,cast
475,"Corazón",1947,152940,"Edmondo","de Amicis",1908,39,crew
1578,"El precio de una vida",1947,148724,"Victorien","Sardou",1908,39,crew
8259,"Pichuco",2014,155271,"Aníbal","Troilo",1975,39,crew
2850,"Balnearios",2001,137312,"Carlos","Montbrun Ocampo",1962,39,crew
150,"Arroz con leche",2008,158685,"Héctor","Calcaño",1969,39,cast
930,"Guacho",2007,158853,"José","Serra",1968,39,crew
7718,"Imágenes del Tío Sam",2013,146759,"Juan","Domingo Perón",1974,39,cast
68,"Alejandra",2013,158766,"Pablo","Acciardi",1974,39,cast
185,"Ayer y hoy",1934,156033,"Ricardo","Gutiérrez",1896,38,crew
1081,"Juvenilia",1943,148823,"Miguel","Cané",1905,38,crew
208,"Barcos de papel",2020,155756,"Álvaro","Yunque",1982,38,crew
68,"Alejandra",2013,158953,"Alberto","Barcel",1975,38,cast
349,"Cartas de amor",2005,158917,"Alfredo","Traverso",1967,38,crew
64,"Albéniz",1947,158124,"Isaac","Albéniz",1909,38,crew
1291,"La mentirosa",1999,157685,"Miguel","Gómez Bao",1961,38,cast
290,"La cama",2018,156909,"Rodolfo","Crespi",1980,38,cast
835,"La fuga",2013,157695,"Santiago","Arrieta",1975,38,cast
10215,"No va más",2022,158854,"Tito","Ribero",1984,38,crew
2035,"Viento norte",2020,158712,"Ángel","Magaña",1982,38,cast
3209,"El Nüremberg argentino",2004,138033,"Manuelita","Poli",1966,38,crew
3055,"Diarios de motocicleta",2004,135736,"Ernesto","""Che"" Guevara",1967,37,crew
160914,"Martín Fierro",1923,149762,"José","Hernández",1886,37,crew
660,"Destino de un capricho",1972,155243,"Alfredo","Le Pera",1935,37,crew
1418,"La patota",2015,158688,"Florén","Delbene",1978,37,cast
359,"Casa de muñecas",1943,154089,"Henrik","Ibsen",1906,37,crew
208,"Barcos de papel",2020,155759,"Jardel","Filho",1983,37,cast
651,"Después del silencio",2020,158905,"Warly","Ceriani",1983,37,cast
1104,"Madame Sans Gene",1945,148724,"Victorien","Sardou",1908,37,crew
1822,"La señora de Pérez se divorcia",1945,148724,"Victorien","Sardou",1908,37,crew
413,"Circe",2009,153957,"Adolfo","Morpurgo",1972,37,crew
660,"Destino de un capricho",1972,155245,"Carlos","Gardel",1935,37,crew
1983,"El viaje",1992,158495,"Carlos","Olivari",1955,37,crew
150,"Arroz con leche",2008,156839,"Carlos","Enríquez",1971,37,cast
925,"Los hipócritas",2019,158356,"Carmelo","Lobótrico",1982,37,crew
1115,"Madreselva",1938,149465,"Giuseppe","Verdi",1901,37,crew
5454,"A propósito de Buenos Aires",2007,125972,"Leopoldo","Marechal",1970,37,crew
50,"Adolescencia",2011,155920,"Ricardo","Passano",1974,37,cast
613,"Derecho viejo",1998,157273,"Severo","Fernández",1961,37,cast
201,"El baldío",2021,158854,"Tito","Ribero",1984,37,crew
752,"El Domador",1996,157674,"Carlos","Perelli",1960,36,cast
10215,"No va más",2022,156987,"Cayetano","Biondo",1986,36,cast
160413,"Celos",1946,157093,"León","Tolstoi",1910,36,crew
201,"El baldío",2021,156340,"Pascual","Pellicciotta",1985,36,cast
208,"Barcos de papel",2020,158854,"Tito","Ribero",1984,36,crew
9058,"La película infinita",2018,158712,"Ángel","Magaña",1982,36,cast
9058,"La película infinita",2018,153869,"Alba","Mujica",1983,35,cast
1430,"El pecado de Julia",1947,146992,"August","Strindberg",1912,35,crew
7687,"Blackie: una vida en blanco y negro",2012,152907,"Blackie","",1977,35,cast
1769,"Tiro de gracia",2014,145156,"Oscar","Masotta",1979,35,cast
160338,"Alejandra",1956,158039,"Georges","Feydeau",1921,35,crew
344,"Carmen",1943,154217,"Ludovic","Halévy",1908,35,crew
1418,"La patota",2015,158114,"Milagros","de la Vega",1980,35,cast
835,"La fuga",2013,155734,"Augusto","Codecá",1978,35,cast
1189,"Marianela",1955,158950,"Benito","Pérez Galdós",1920,35,crew
754,"Fascinación",2016,156738,"Bernardo","Perrone",1981,35,cast
752,"El Domador",1996,158377,"Eloy","Alvarez",1961,35,cast
349,"Cartas de amor",2005,158945,"Mario","C. Lugones",1970,35,crew
1203,"Noche de bodas",2009,155920,"Ricardo","Passano",1974,35,cast
1779,"Saverio el cruel",1977,148842,"Roberto","Arlt",1942,35,crew
925,"Los hipócritas",2019,158854,"Tito","Ribero",1984,35,crew
2035,"Viento norte",2020,158184,"Malisa","Zini",1985,35,cast
160522,"El día que me quieras",1969,155243,"Alfredo","Le Pera",1935,34,crew
201,"El baldío",2021,155824,"Agustín","Irusta",1987,34,cast
68,"Alejandra",2013,158770,"Lalo","Hartich",1979,34,cast
309,"Canción de cuna",2005,154600,"Nury","Montsé",1971,34,cast
1345,"Mi marido y mi novio",1955,158039,"Georges","Feydeau",1921,34,crew
1117,"La maestrita de los obreros",1942,152940,"Edmondo","de Amicis",1908,34,crew
413,"Circe",2009,158953,"Alberto","Barcel",1975,34,cast
1291,"La mentirosa",1999,158160,"Alberto","Etchebehere",1965,34,crew
32,"El abuelo",1954,158950,"Benito","Pérez Galdós",1920,34,crew
3525,"El último centauro",1923,149176,"Eduardo","Gutiérrez",1889,34,crew
613,"Derecho viejo",1998,158376,"Francisco","Audenino",1964,34,cast
253,"La buena vida",2002,158853,"José","Serra",1968,34,crew
2111,"La maestra normal",1996,150760,"Manuel","Gálvez",1962,34,crew
1905,"Sola",2021,157190,"Mario","Luciani",1987,34,cast
1774,"Todo el año es Navidad",2018,158854,"Tito","Ribero",1984,34,crew
50,"Adolescencia",2011,158504,"Ana","Arneodo",1977,34,cast
1483,"La peste",1993,146643,"Albert","Camus",1960,33,crew
1767,"Santos Vega",1971,145170,"Robert","Lehmann-Nitsche",1938,33,crew
1545,"Pobre mi madre querida",1948,146863,"José","Betinotti",1915,33,crew
881,"Gracias por el fuego",1984,149983,"Arnold","Schönberg",1951,33,crew
1361,"Mi noche triste",1997,152308,"Graciliano","Batista",1964,33,cast
3466,"Cien pesos",2003,155335,"Carlos","Adén",1970,33,crew
1404,"Pasión imposible",1943,155720,"Florencio","Sánchez",1910,33,crew
6940,"El derrotado",2011,158526,"Leopoldo","Torre Nilsson",1978,33,crew
9466,"El nombrador",2021,155177,"Miguel","Abuelo",1988,33,cast
8076,"Él piensa, ella piensa",2013,157023,"Oscar","Alemán",1980,33,crew
856,"Gitano",2004,157470,"Pedro","Buchardo",1971,33,cast
208,"Barcos de papel",2020,157595,"Alberto","Olmedo",1988,32,cast
1733,"La tía de Carlos",1946,145373,"Brandon","Thomas",1914,32,crew
1603,"La pródiga",1984,155004,"María","Eva Duarte",1952,32,cast
195779,"Atahualpa Yupanqui, un trashumante",2024,156824,"Atahualpa","Yupanqui",1992,32,cast
492,"El crimen de Oribe",1950,152729,"Claude","Debussy",1918,32,crew
930,"Guacho",2007,158953,"Alberto","Barcel",1975,32,cast
926,"El grito sagrado",2003,153556,"Antonio","Martiánez",1971,32,cast
651,"Después del silencio",2020,158849,"Guillermo","Battaglia",1988,32,cast
2504,"Perón, sinfonía del sentimiento",1999,138823,"Héctor","Panizza",1967,32,crew
9058,"La película infinita",2018,133970,"Mario","Pardo",1986,32,cast
1361,"Mi noche triste",1997,157932,"Roberto","Blanco",1965,32,cast
2054,"Yo quiero ser bataclana",2005,158661,"Rodolfo","Sciammarella",1973,32,crew
1071,"El jugador",2016,156383,"Ángel","Boffa",1984,32,cast
9205,"Olmedo, el rey de la risa",2019,157595,"Alberto","Olmedo",1988,31,cast
1954,"Las sorpresas del divorcio",1943,158037,"Alexandre","Bisson",1912,31,crew
208,"Barcos de papel",2020,158784,"Alita","Román",1989,31,cast
9693,"Un cuerpo estalló en mil pedazos",2021,146531,"Jorge","Bonino",1990,31,cast
1009,"Invasión",2015,153929,"Hedy","Crilla",1984,31,cast
3324,"Zama",2017,158189,"Antonio","Di Benedetto",1986,31,crew
984,"Los inocentes",2016,158400,"Zelmar","Gueñol",1985,31,cast
889,"La herencia",2008,155882,"Ernesto","Bianco",1977,31,cast
10215,"No va más",2022,158884,"Fernando","Iglesias",1991,31,cast
68,"Alejandra",2013,158948,"Juan","Ehlert",1982,31,crew
7515,"Néstor Kirchner, la película",2012,116632,"Néstor","Kirchner (p)",1981,31,cast
1854,"Los siete locos",1973,148842,"Roberto","Arlt",1942,31,crew
83,"Roma",2004,158661,"Rodolfo","Sciammarella",1973,31,crew
2853,"La sombra",2015,158854,"Tito","Ribero",1984,31,crew
2567,"El puñal del mazorquero",1923,138534,"Juana","Manuela Gorriti",1892,31,crew
184859,"El coso",2022,157164,"Federico","Peralta Ramos",1992,30,crew
6473,"La orilla que se abisma",2008,122152,"Juan","L. Ortiz",1978,30,crew
7871,"Historias de Cronopios y de Famas",2014,153565,"Julio","Cortázar",1984,30,crew
1951,"Soñar no cuesta nada",2007,158154,"Luis","César Amadori",1977,30,crew
1696,"Romance sin palabras",1948,152729,"Claude","Debussy",1918,30,crew
1603,"La pródiga",1984,158606,"Alejandro Gutiérrez","del Barrio",1954,30,crew
1905,"Sola",2021,155867,"Adrián","Ghío",1991,30,cast
1424,"Momentos",2012,158356,"Carmelo","Lobótrico",1982,30,crew
150,"Arroz con leche",2008,158676,"Esteban","Serrador",1978,30,cast
1905,"Sola",2021,158884,"Fernando","Iglesias",1991,30,cast
2504,"Perón, sinfonía del sentimiento",1999,150286,"Héctor","Quesada",1969,30,crew
1868,"La simuladora",1955,144759,"José","Ingenieros",1925,30,crew
1203,"Noche de bodas",2009,158919,"Julio","Porter",1979,30,crew
9069,"Yo, Sandro. La película",2018,156696,"Oscar","Anderle",1988,30,cast
651,"Después del silencio",2020,158773,"Roberto","Bordoni",1990,30,cast
10215,"No va más",2022,158259,"Romualdo","Quiroga",1992,30,cast
191907,"Roberto ""Polaco"" Goyeneche. Las formas de la noche",2023,154403,"Roberto","Goyeneche",1994,29,crew
191907,"Roberto ""Polaco"" Goyeneche. Las formas de la noche",2023,154403,"Roberto","Goyeneche",1994,29,cast
150,"Arroz con leche",2008,158770,"Lalo","Hartich",1979,29,cast
1774,"Todo el año es Navidad",2018,157296,"Juan Carlos","Altavista",1989,29,cast
208,"Barcos de papel",2020,158949,"Aníbal","González Paz",1991,29,crew
343,"Carlos Gardel, historia de un ídolo",1964,155245,"Carlos","Gardel",1935,29,cast
160314,"1982",2021,155712,"Daniel","Mendoza",1992,29,cast
651,"Después del silencio",2020,157934,"Eduardo","Humberto Nóbili",1991,29,cast
1096,"Locos de verano",1942,149095,"Gregorio","de Laferrere",1913,29,crew
318,"El candidato",2017,158849,"Guillermo","Battaglia",1988,29,cast
8773,"La larga noche de Francisco Sanctis",2016,150263,"Humberto","Costantini",1987,29,crew
2289,"Acrobacias del corazón",2000,141065,"Igor","Stravinsky",1971,29,crew
1009,"Invasión",2015,155353,"Jorge","Luis Borges",1986,29,crew
1009,"Invasión",2015,155353,"Jorge","Luis Borges",1986,29,crew
1009,"Invasión",2015,155353,"Jorge","Luis Borges",1986,29,crew
160314,"1982",2021,107714,"José","Gómez Fuentes",1992,29,cast
2054,"Yo quiero ser bataclana",2005,154376,"Juan","D'Arienzo",1976,29,cast
150,"Arroz con leche",2008,158919,"Julio","Porter",1979,29,crew
1774,"Todo el año es Navidad",2018,154277,"Miguel","Ligero",1989,29,cast
925,"Los hipócritas",2019,158773,"Roberto","Bordoni",1990,29,cast
2240,"Doña Bárbara",1998,141805,"Rómulo","Gallegos",1969,29,crew
50,"Adolescencia",2011,158712,"Ángel","Magaña",1982,29,cast
9964,"Mal del Plata",2020,157164,"Federico","Peralta Ramos",1992,28,cast
571,"El que recibe las bofetadas",1947,152083,"Leónidas","Andreieff",1919,28,crew
1323,"Mi fortuna por un nieto",1940,158037,"Alexandre","Bisson",1912,28,crew
1475,"Muerte civil",1910,146706,"Paolo","Giacometti",1882,28,crew
3985,"El río",2012,153565,"Julio","Cortázar",1984,28,crew
334,"El Capitán Pérez",1946,154331,"Carlos","Octavio Bunge",1918,28,crew
756,"El Fausto criollo",2011,158270,"Pedro","Quartucci",1983,28,cast
281,"El calavera",1954,154807,"Charles-Maurice","Hennequin",1926,28,crew
768,"Donde mueren las palabras",1946,152729,"Claude","Debussy",1918,28,crew
290,"La cama",2018,158395,"Vicente","Rubino",1990,28,cast
595,"El encuentro",2003,158953,"Alberto","Barcel",1975,28,cast
160924,"Mi noche triste",1952,147369,"Eduardo","Arolas",1924,28,crew
2038,"...Y mañana serán hombres",1979,157677,"Enrique","Santos Discépolo",1951,28,cast
2176,"De los Apeninos a los Andes",1990,156975,"Mario","Baroffio",1962,28,cast
2356,"Notas de tango",2000,156367,"Miguel","Caló",1972,28,crew
651,"Después del silencio",2020,158259,"Romualdo","Quiroga",1992,28,cast
9410,"Iniciales S.G.",2019,108364,"Serge","Gainsbourg",1991,28,crew
5448,"Les Amants",2005,126010,"Juan","Rodolfo Wilcock",1978,27,crew
2461,"Vallejos",1972,147376,"Béla","Bartok",1945,27,crew
201,"El baldío",2021,156266,"Beba","Bidart",1994,27,cast
1989,"Suegra último modelo",1953,154807,"Charles-Maurice","Hennequin",1926,27,crew
10295,"Tango nuevo. Ástor Piazzolla",2019,156808,"Ástor","Piazzolla",1992,27,cast
318,"El candidato",2017,154488,"Alberto","Candeau",1990,27,cast
835,"La fuga",2013,156987,"Cayetano","Biondo",1986,27,cast
212,"Barranca abajo",1937,155720,"Florencio","Sánchez",1910,27,crew
1676,"Río Turbio",2022,157989,"Juan","José Míguez",1995,27,cast
10215,"No va más",2022,157048,"Mario","Passano",1995,27,cast
1291,"La mentirosa",1999,154334,"Patricio","Azcárate",1972,27,cast
1723,"La terraza",1992,158381,"Pedro","Laxalt",1965,27,cast
1771,"Santos Vega vuelve",1947,145172,"Rafael","Obligado",1920,27,crew
856,"Gitano",2004,158068,"Roberto","Airaldi",1977,27,cast
1905,"Sola",2021,148088,"Susy","Kent",1994,27,cast
2276,"La nube",1998,144612,"Pedro","Laurenz",1972,26,crew
2504,"Perón, sinfonía del sentimiento",1999,154512,"Angelillo","",1973,26,crew
930,"Guacho",2007,155474,"Lucas","Demare",1981,26,crew
930,"Guacho",2007,155474,"Lucas","Demare",1981,26,crew
926,"El grito sagrado",2003,158154,"Luis","César Amadori",1977,26,crew
926,"El grito sagrado",2003,158154,"Luis","César Amadori",1977,26,crew
2853,"La sombra",2015,158707,"Eduardo","Rudy",1989,26,cast
2276,"La nube",1998,141277,"José María","Contursi",1972,26,crew
1748,"Tierra del fuego",1983,155192,"Norma","Giménez",1957,26,cast
9196,"Sintiendo a Piazzolla",2018,156808,"Ástor","Piazzolla",1992,26,cast
889,"La herencia",2008,158356,"Carmelo","Lobótrico",1982,26,crew
50,"Adolescencia",2011,158511,"Francisco","Mugica",1985,26,crew
2853,"La sombra",2015,158384,"Hugo","del Carril",1989,26,crew
2853,"La sombra",2015,158384,"Hugo","del Carril",1989,26,crew
2853,"La sombra",2015,158384,"Hugo","del Carril",1989,26,cast
2208,"Harto The Borges",2000,146759,"Juan","Domingo Perón",1974,26,cast
349,"Cartas de amor",2005,158919,"Julio","Porter",1979,26,crew
1905,"Sola",2021,157911,"Lautaro","Murúa",1995,26,cast
473,"Convivencia",2020,158890,"Oscar","Viale",1994,26,crew
2504,"Perón, sinfonía del sentimiento",1999,158661,"Rodolfo","Sciammarella",1973,26,crew
9058,"La película infinita",2018,158259,"Romualdo","Quiroga",1992,26,cast
2504,"Perón, sinfonía del sentimiento",1999,155667,"Alfredo","Bettanín",1974,25,crew
2909,"Cuatro piernas",2002,136921,"María","Callas",1977,25,crew
1050,"El lado oscuro del corazón",1992,149018,"Oliverio","Girondo",1967,25,crew
413,"Circe",2009,153565,"Julio","Cortázar",1984,25,crew
413,"Circe",2009,153565,"Julio","Cortázar",1984,25,crew
4263,"Mentiras piadosas",2009,153565,"Julio","Cortázar",1984,25,crew
413,"Circe",2009,153565,"Julio","Cortázar",1984,25,cast
1726,"Sábado a la noche, cine",1960,155243,"Alfredo","Le Pera",1935,25,crew
10483,"Tango en París, recuerdos de Astor Piazzolla",2017,156824,"Atahualpa","Yupanqui",1992,25,cast
6657,"Aballay, el hombre sin miedo",2011,158189,"Antonio","Di Benedetto",1986,25,crew
1497,"La mujer del león",1951,154807,"Charles-Maurice","Hennequin",1926,25,crew
10215,"No va más",2022,153276,"Nelly","Prono",1997,25,cast
1203,"Noche de bodas",2009,155610,"Paulina","Singerman",1984,25,cast
754,"Fascinación",2016,150808,"Profesor","Fassman",1991,25,cast
10483,"Tango en París, recuerdos de Astor Piazzolla",2017,156808,"Ástor","Piazzolla",1992,25,cast
833,"Los gauchos judíos",1975,150324,"Alberto","Gerchunoff",1950,25,crew
651,"Después del silencio",2020,156843,"Arturo","García Buhr",1995,25,cast
3466,"Cien pesos",2003,155734,"Augusto","Codecá",1978,25,cast
1726,"Sábado a la noche, cine",1960,155245,"Carlos","Gardel",1935,25,crew
1038,"El jefe",2011,156987,"Cayetano","Biondo",1986,25,cast
7790,"Imágenes paganas",2013,146194,"Federico","Moura",1988,25,crew
7790,"Imágenes paganas",2013,146194,"Federico","Moura",1988,25,cast
1040,"Jettatore",1938,149095,"Gregorio","de Laferrere",1913,25,crew
1061,"Las de Barranco",1938,149095,"Gregorio","de Laferrere",1913,25,crew
2275,"Soriano",1999,146759,"Juan","Domingo Perón",1974,25,cast
2504,"Perón, sinfonía del sentimiento",1999,146759,"Juan","Domingo Perón",1974,25,cast
1424,"Momentos",2012,157190,"Mario","Luciani",1987,25,cast
651,"Después del silencio",2020,157048,"Mario","Passano",1995,25,cast
473,"Convivencia",2020,152962,"Osvaldo","Pugliese",1995,25,cast
1774,"Todo el año es Navidad",2018,157294,"Raúl","Rossi",1993,25,cast
4093,"El alma",1967,148842,"Roberto","Arlt",1942,25,crew
4898,"El ABC del amor",1967,148842,"Roberto","Arlt",1942,25,crew
150,"Arroz con leche",2008,158140,"María","Esther Podestá",1983,25,cast
9812,"Buscando a Tabernero",2020,156979,"Pablo","Tabernero",1996,24,cast
8726,"Descartables",2015,111196,"Bert","Reisfeld",1991,24,crew
159226,"El prófugo",2021,108108,"C.","E. Feiling",1997,24,crew
2462,"La resistencia",2005,155474,"Lucas","Demare",1981,24,crew
2504,"Perón, sinfonía del sentimiento",1999,157467,"Cátulo","Castillo",1975,24,crew
8968,"Los que aman, odian",2017,144894,"Silvina","Ocampo",1993,24,crew
10215,"No va más",2022,157066,"Ariel","Cortazzo",1998,24,crew
10215,"No va más",2022,157066,"Ariel","Cortazzo",1998,24,crew
10553,"Furia, las peleas de Carlos Monzón",2019,157298,"Carlos","Monzón",1995,24,cast
83,"Roma",2004,157698,"Eduardo","Rovira",1980,24,crew
3447,"Safo",2003,158919,"Julio","Porter",1979,24,crew
161193,"Viento Norte",1937,151202,"Lucio","V. Mansilla",1913,24,crew
613,"Derecho viejo",1998,151815,"Paul","Ellis",1974,24,cast
9964,"Mal del Plata",2020,157450,"Tato","Bores",1996,24,cast
474,"La copla de la Dolores",1947,152949,"Tomás","Bretón",1923,24,crew
8726,"Descartables",2015,111197,"Hans","Lang",1992,23,crew
1360,"Palo y hueso",1968,147376,"Béla","Bartok",1945,23,crew
10131,"Solanas en filmación",2021,151187,"Envar","El Kadri",1998,23,crew
3447,"Safo",2003,158727,"César","Tiempo",1980,23,crew
4625,"Desayuno",2000,125692,"Jacques","Prévert",1977,23,crew
2814,"El muro",2001,158526,"Leopoldo","Torre Nilsson",1978,23,crew
1361,"Mi noche triste",1997,156695,"Lucio","Demare",1974,23,crew
1361,"Mi noche triste",1997,156695,"Lucio","Demare",1974,23,crew
201,"El baldío",2021,157088,"Luis","Dávila",1998,23,cast
5203,"Buen día, día",2011,155177,"Miguel","Abuelo",1988,23,cast
161,"Así o de otra manera",1996,158382,"Raúl","del Valle",1973,23,cast
253,"La buena vida",2002,158866,"Tito","Alonso",1979,23,cast
9066,"Alguien más en quien confiar",2018,109762,"Willy","Gardi",1995,23,cast
756,"El Fausto criollo",2011,150794,"Luisa","Mercedes Levinson",1988,23,crew
1769,"Tiro de gracia",2014,157164,"Federico","Peralta Ramos",1992,22,cast
2978,"Cortázar: apuntes para un documental",2002,136520,"Alejo","Carpentier",1980,22,cast
1191,"María Rosa",1946,148251,"Ángel","Guimerá",1924,22,crew
1291,"La mentirosa",1999,158154,"Luis","César Amadori",1977,22,crew
1291,"La mentirosa",1999,158154,"Luis","César Amadori",1977,22,crew
282,"La calesita",1993,157855,"Fanny","Navarro",1971,22,cast
8788,"El teorema de Santiago",2017,110838,"Pierre-Max","Dubois",1995,22,crew
50,"Adolescencia",2011,158741,"Tilda","Thamar",1989,22,cast
150,"Arroz con leche",2008,158937,"Adolfo","Linvel",1986,22,cast
1641,"El puente",1985,157784,"Alberto","Bello",1963,22,cast
1361,"Mi noche triste",1997,155271,"Aníbal","Troilo",1975,22,cast
253,"La buena vida",2002,156398,"Carlos","Latorre",1980,22,crew
835,"La fuga",2013,156992,"Enrique","Cahen Salaberry",1991,22,crew
1905,"Sola",2021,158860,"Héctor","Pellegrini",1999,22,cast
6900,"Antes del estreno",2011,119804,"John","Cassavetes",1989,22,crew
1603,"La pródiga",1984,158921,"Manuel","Alcón",1962,22,cast
7792,"Z.U.G.A.",2013,115580,"Oliver","Messiaen",1992,21,crew
1778,"Todo sea para bien",1957,145104,"Luigi","Pirandello",1936,21,crew
375,"Ceniza al viento",1942,158039,"Georges","Feydeau",1921,21,crew
191,"La bailanta",1995,156821,"Tránsito","Cocomarola",1974,21,crew
161,"Así o de otra manera",1996,158953,"Alberto","Barcel",1975,21,cast
613,"Derecho viejo",1998,157993,"Alfredo","Ruanova",1977,21,crew
2035,"Viento norte",2020,158607,"Antonio","Merayo",1999,21,crew
253,"La buena vida",2002,157548,"Beto","Gianola",1981,21,cast
8505,"Guapos",2007,156768,"Edmundo","Rivero",1986,21,crew
8505,"Guapos",2007,155353,"Jorge","Luis Borges",1986,21,crew
819,"Fuego",1998,158068,"Roberto","Airaldi",1977,21,cast
889,"La herencia",2008,157595,"Alberto","Olmedo",1988,20,cast
7019,"La peli de Batato",2011,119065,"Batato","Barea",1991,20,cast
208,"Barcos de papel",2020,155761,"Pablo","Calvo",2000,20,cast
8653,"Merello x Carreras",2015,157476,"Enrique","Carreras",1995,20,cast
2637,"Los suicidas",2006,158189,"Antonio","Di Benedetto",1986,20,crew
1612,"Los ratones",1998,158688,"Florén","Delbene",1978,20,cast
756,"El Fausto criollo",2011,156467,"Luisa","Vehil",1991,20,cast
1857,"Siete para un secreto",1947,144793,"Mary","Webb",1927,20,crew
318,"El candidato",2017,158076,"Iris","Marga",1997,20,cast
930,"Guacho",2007,157996,"Alejandro","Rey",1987,20,cast
2853,"La sombra",2015,157850,"Alfredo","Almanza",1995,20,cast
925,"Los hipócritas",2019,158607,"Antonio","Merayo",1999,20,crew
925,"Los hipócritas",2019,151248,"Carlos","Víctor Andris",1999,20,cast
2949,"El cazador es un corazón solitario",2000,157698,"Eduardo","Rovira",1980,20,crew
318,"El candidato",2017,159011,"Fernando","Ayala",1997,20,crew
318,"El candidato",2017,159011,"Fernando","Ayala",1997,20,crew
1397,"El misterio del cuarto amarillo",1947,147165,"Gaston","Leroux",1927,20,crew
149,"¡Arriba juventud!",1971,156694,"Homero","Manzi",1951,20,crew
5470,"La espera",2006,155353,"Jorge","Luis Borges",1986,20,crew
10215,"No va más",2022,156840,"José","Cibrián",2002,20,cast
1009,"Invasión",2015,157911,"Lautaro","Murúa",1995,20,cast
9977,"El juicio",2023,107713,"Leopoldo","Fortunato Galtieri",2003,20,cast
160924,"Mi noche triste",1952,152898,"Pascual","Contursi",1932,20,crew
160924,"Mi noche triste",1952,152898,"Pascual","Contursi",1932,20,crew
2462,"La resistencia",2005,156340,"Pascual","Pellicciotta",1985,20,cast
160924,"Mi noche triste",1952,147372,"Samuel","Castriota",1932,20,crew
160369,"Así es la vida",1939,156443,"Ángel","Villoldo",1919,20,crew
1676,"Río Turbio",2022,156842,"Zoe","Ducós",2002,20,cast
10215,"No va más",2022,156842,"Zoe","Ducós",2002,20,cast
2035,"Viento norte",2020,158182,"Delia","Garcés",2001,19,cast
811,"La frontera olvidada",1996,158705,"Ubaldo","Martínez",1977,19,cast
7123,"Cornelia frente al espejo",2012,144894,"Silvina","Ocampo",1993,19,crew
222,"Bendita seas",1956,155599,"Alberto","Novión",1937,19,crew
1603,"La pródiga",1984,156983,"Alejandro","Casona",1965,19,crew
413,"Circe",2009,158387,"Américo","Hoss",1990,19,crew
1774,"Todo el año es Navidad",2018,158607,"Antonio","Merayo",1999,19,crew
234,"Blum",1970,157677,"Enrique","Santos Discépolo",1951,19,crew
1009,"Invasión",2015,157145,"Luis","Giudici",1996,19,crew
1418,"La patota",2015,157145,"Luis","Giudici",1996,19,crew
10568,"Denevi x 3",2017,158748,"Marco","Denevi",1998,19,crew
1459,"Los muchachos de antes no usaban gomina",1969,146809,"Mario","Benard",1950,19,crew
651,"Después del silencio",2020,158595,"Miguel","Dante",2001,19,cast
1641,"El puente",1985,152009,"Nicolás","Olivari",1966,19,crew
102,"Amazonas",2020,158970,"Oscar","Cardozo Ocampo",2001,19,crew
9529,"El maestro",2020,147640,"Pablo","Danielo",2001,19,crew
349,"Cartas de amor",2005,156739,"Roberto","Escalada",1986,19,cast
756,"El Fausto criollo",2011,158259,"Romualdo","Quiroga",1992,19,cast
926,"El grito sagrado",2003,158854,"Tito","Ribero",1984,19,crew
754,"Fascinación",2016,153962,"Paul","Misraki",1998,18,crew
1905,"Sola",2021,154050,"Héctor","Tealdi",2003,18,cast
282,"La calesita",1993,157467,"Cátulo","Castillo",1975,18,crew
9360,"El cuento de las comadrejas",2019,157060,"Gius","",2001,18,crew
349,"Cartas de amor",2005,158962,"Mecha","Ortiz",1987,18,cast
1579,"¡Qué tiempos aquéllos!",1951,146219,"Roscoe","Arbuckle",1933,18,cast
8968,"Los que aman, odian",2017,152730,"Adolfo","Bioy Casares",1999,18,crew
10215,"No va más",2022,155535,"Aldo","Bigatti",2004,18,cast
889,"La herencia",2008,158387,"Américo","Hoss",1990,18,crew
1685,"El tango en París",1956,155569,"Enrique","García Velloso",1938,18,crew
5470,"La espera",2006,158849,"Guillermo","Battaglia",1988,18,cast
1291,"La mentirosa",1999,158517,"Juan","Sires",1981,18,crew
160314,"1982",2021,107713,"Leopoldo","Fortunato Galtieri",2003,18,cast
1949,"La sonrisa de mamá",1972,158629,"Manuel","Romero",1954,18,crew
369,"La casta Susana",1944,153966,"Maurice","Desvallières",1926,18,crew
984,"Los inocentes",2016,157819,"Ovidio","Fuentes",1998,18,cast
926,"El grito sagrado",2003,158149,"Pedro","Aleandro",1985,18,cast
2504,"Perón, sinfonía del sentimiento",1999,138820,"Samuel","Barber",1981,18,crew
