person_id,nombre,url_wordpress,ruta_local,url_cloudinary,success,error
158875,"Carlos Gorostiza","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000970.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000970.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589404/cinenacional/personas/158875/photo.jpg",true,""
158886,"Mónica Scaparone","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000967.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000967.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589405/cinenacional/personas/158886/photo.jpg",true,""
158888,"Enrique Liporace","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000949.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000949.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589406/cinenacional/personas/158888/photo.jpg",true,""
158891,"Alberto Busaid","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000871.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000871.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589407/cinenacional/personas/158891/photo.jpg",true,""
158893,"Ana María Giunta","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000868.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000868.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589408/cinenacional/personas/158893/photo.jpg",true,""
158895,"María Rosa Gallo","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000865.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000865.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589409/cinenacional/personas/158895/photo.jpg",true,""
158897,"Haydeé Padilla","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000862.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000862.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589410/cinenacional/personas/158897/photo.jpg",true,""
158899,"Franklin Caicedo","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000841.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000841.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589411/cinenacional/personas/158899/photo.jpg",true,""
158901,"Carlos Carella","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000829.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000829.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589412/cinenacional/personas/158901/photo.jpg",true,""
158912,"José Martínez Suárez","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000821.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000821.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589413/cinenacional/personas/158912/photo.jpg",true,""
158939,"Carlos Thompson","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000809.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000809.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589415/cinenacional/personas/158939/photo.jpg",true,""
158943,"Olga Zubarry","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000791.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000791.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589416/cinenacional/personas/158943/photo.jpg",true,""
158959,"Elsa Daniel","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000065288.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000065288.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589417/cinenacional/personas/158959/photo.jpg",true,""
158962,"Mecha Ortiz","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000741.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000741.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589418/cinenacional/personas/158962/photo.jpg",true,""
158964,"Enrique Muiño","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000726.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000726.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589419/cinenacional/personas/158964/photo.jpg",true,""
158966,"Román Viñoly Barreto","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000723.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000723.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589419/cinenacional/personas/158966/photo.jpg",true,""
158971,"Víctor Hugo Caula","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000064730.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000064730.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589421/cinenacional/personas/158971/photo.jpg",true,""
158973,"Floria Bloise","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000718.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000718.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589421/cinenacional/personas/158973/photo.jpg",true,""
158979,"Luisa Albinoni","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000709.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000709.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589422/cinenacional/personas/158979/photo.jpg",true,""
158981,"Cacho Castaña","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000706.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000706.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589423/cinenacional/personas/158981/photo.jpg",true,""
158984,"Camila Perissé","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000697.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000697.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589424/cinenacional/personas/158984/photo.jpg",true,""
158986,"Arturo Bonín","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000688.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000688.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589425/cinenacional/personas/158986/photo.jpg",true,""
158988,"Julio De Grazia","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000682.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000682.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589426/cinenacional/personas/158988/photo.jpg",true,""
158990,"Jorge Martínez","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000676.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000676.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589427/cinenacional/personas/158990/photo.jpg",true,""
158992,"Eddie Pequenino","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000673.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000673.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589428/cinenacional/personas/158992/photo.jpg",true,""
158994,"Fernando Siro","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000667.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000667.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589429/cinenacional/personas/158994/photo.jpg",true,""
158997,"Ricardo Darín","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000661.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000661.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589430/cinenacional/personas/158997/photo.jpg",true,""
158999,"María del Carmen Valenzuela","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000118.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000118.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589431/cinenacional/personas/158999/photo.jpg",true,""
159001,"Alicia Zanca","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000115.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000115.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589432/cinenacional/personas/159001/photo.jpg",true,""
