tmdb_id;tmdb_title;tmdb_original_title;tmdb_year;tmdb_release_date;premiere_date;premiere_country;premiere_note;tmdb_overview;tmdb_popularity;tmdb_vote_average;tmdb_vote_count
1530134;La gravedad no espera;La gravedad no espera;2025;16/8/2025;9/6/2025;US;Philadelphia Latino Arts & Film Festival ;La coreógrafa Viviana Iasparra repone su obra Pasado-Mañana. El proceso se instaura como un estado de ensayo continuo en el que se despliega un pensamiento propio sobre la relación entre el cuerpo, la;3652;0;0
1496960;Cataratas;Cataratas;2025;3/4/2025;3/4/2025;US;Overlook Film Festival;;1447;0;0
1331510;Red Velvet;Red Velvet;2025;13/6/2025;13/6/2025;AR;Nieve Roja - International Horror Film Festival;;1321;0;0
1428747;Souvenir;Souvenir;2025;31/10/2025;28/11/2024;AR;Muestra cortometrajes ENERC;Un cangrejo busca un nuevo hogar en una restinga llena de caracoles, hasta que finalmente encuentra al perfecto. Pero una gran ola los separa y la caracola termina en una playa, donde es recogida para;7;0;0
1463984;Path to Discovery;Camino a la Fórmula;2025;19/4/2025;19/4/2025;RU;Moscow International Film Festival;Pedro, un estudiante de gastronomía, debe enfrentar una desafiante prueba en la que será evaluado. Para sobrellevar la situación, su imaginación lo ayudará a escapar de la realidad en la que se encuen;2744;0;0
1182204;Nico;Nico;2025;31/10/2025;31/10/2025;BR;MorceGO Vermelho Film Festival ;;1245;0;0
1427621;Siempre vuelven;Siempre vuelven;2025;7/6/2025;15/11/2025;AU;Melbourne Queer Film Festival;;1604;0;0
1254754;¿Quién quiere casarse con un astronauta?;¿Quién quiere casarse con un astronauta?;2025;26/6/2025;19/11/2025;AU;Melbourne Queer Film Festival;;438;10;1
1285876;Amantes en el cielo;Amantes en el cielo;2025;18/11/2025;18/11/2025;AU;Melbourne Queer Film Festival;;51;0;0
1417900;WALKNESS;WALKNESS;2025;16/1/2025;16/1/2025;ES;MADRIFF • Madrid Indie Film Festival;A través de una solemne procesión hacia el majestuoso Valle de Eina, un grupo de caminantes enfrenta su lucha interna, atado al caos emocional y la transformación espiritual que llevan dentro.  Los pa;0;0;0
1179221;Duino;Duino;2025;11/7/2025;16/4/2024;IT;Lovers Film Festival;Un cineasta argentino que lucha por terminar una película sobre su primer amor no correspondido recibe una invitación inesperada para reconstruir sus recuerdos, revisitar su pasado y quizás incluso en;8234;10;2
1487476;Recuerda las Ratas;Recuerda las Ratas;2025;29/5/2025;29/5/2025;US;Los Angeles Latino International Film Festival 2025;;71;10;1
1418826;Hijo Mayor;Hijo Mayor;2025;15/8/2025;15/8/2025;CH;Locarno Film Festival;;17573;0;0
1510329;Olivia;Olivia;2025;13/8/2025;13/8/2025;CH;Locarno Film Festival;;6511;0;0
1542370;The Big Athlete;The Big Athlete;2025;4/10/2025;4/10/2025;UA;Linoleum Contemporary Animation and Media Art Festival ;;0;0;0
1477853;El circo de los payasos bigotones;El circo de los payasos bigotones;2025;8/6/2025;2/10/2025;UA;Linoleum Contemporary Animation and Media Art Festival;En un país de América Latina el cuaderno de un niño cuenta de manera testimonial una serie de acontecimientos terribles que suceden dentro del Circo de los Payasos Bigotones. A modo de cuento infantil;143;0;0
1450851;Parque automotor;Parque automotor;2025;4/4/2025;13/10/2025;PE;Lima Alterna Film Festival;;212;0;0
1550085;El sueño imposible;El sueño imposible;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;El sueño imposible reconstruye la memoria artística de los Bianco, Pelicori y Alonso, una familia atravesada por el teatro, el cine y el radioteatro. A través del rompecabezas íntimo que las hermanas ;9324;0;0
1550054;Medea;Medea;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;;1178;0;0
1541962;Las chicas;Las chicas;2025;25/9/2025;25/9/2025;AR;La Mujer y el Cine;Cuatro amigas hacen un ritual en un bosque para encontrar a La Santa. A medida que avanzan por los senderos, rememoran las aventuras que compartieron para olvidar que probablemente esta sea la última ;968;0;0
1550037;La voz del deseo;La voz del deseo;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;;709;0;0
1549993;Nuestra parte de Buenos Aires;Nuestra parte de Buenos Aires;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;;327;0;0
1550040;Manuelita, ¿Dónde estás?;Manuelita, ¿Dónde estás?;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;;311;0;0
1550034;Chichi;Chichi;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;;214;0;0
1550074;Mala sangre;Mala sangre;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;;85;0;0
1550032;Estoy esperando una casa;Estoy esperando una casa;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;;0;0;0
1550007;Entre espacios vacíos;Entre espacios vacíos;2025;24/9/2025;24/9/2025;AR;La Mujer y el Cine;;0;0;0
1543337;Die ganze Nacht;Die ganze Nacht;2025;5/6/2025;5/6/2025;DE;Kurzfilm Festival Hamburg;;1278;0;0
1450830;Escena final;Escena final;2025;8/3/2025;10/10/2025;TW;Kaohsiung Film Festival;;2369;0;0
1587214;Insomnia;Insomnia;2025;11/6/2025;26/8/2025;IT;Italian Premiere at MAC fest;;85;0;0
1470866;La última frontera;La última frontera;2025;3/5/2025;3/5/2025;DE;International Short Film Festival Oberhausen;;286;0;0
1535811;El Templo del Sonido Eterno;El Templo del Sonido Eterno;2025;15/2/2025;15/2/2025;NP;International Nepalese Cultural Film Festival;;0;0;0
848334;¡Caigan las rosas blancas!;¡Caigan las rosas blancas!;2025;15/5/2025;2/2/2025;NL;International Film Festival Rotterdam;Violeta es una joven directora que, luego de su ópera prima, una road-movie lesbofeminista llamada Las hijas del fuego, ahora intenta hacer un film pornoecológico. Fracasa en ese género tan atractivo ;21866;10;1
1058543;Plata o Mierda;Plata o Mierda;2025;18/11/2025;18/11/2025;NL;International Documentary Film Festival Amsterdam;Marcos está preso. En la cárcel, su posesión más preciada es un teléfono que entró de contrabando su novia Sol. Con él Marcos graba y manda videos. Esta película es el diario de un intercambio clandes;4526;0;0
1565886;Diciembre;Diciembre;2025;17/11/2025;17/11/2025;NL;International Documentary Film Festival Amsterdam;Crónica atmosférica de la crisis de 2001 en Argentina, un levantamiento político, económico y social impulsado por la revuelta “¡Que se vayan todos!”. La película reconstruye este momento utilizando m;943;0;0
1560497;I can't think of anything right now;I can't think of anything right now;2025;6/11/2025;6/11/2025;DE;Interfilm Berlin International Short Film Festival;;0;0;0
1387492;Lo que trajo la tormenta;Lo que trajo la tormenta;2025;4/5/2025;4/5/2025;PT;IndieLisboa International Competition;Manuel fracasa tanto en su relación amorosa con Camila como en el proyecto artístico que desarrolla. La irrupción de su doble, a mitad del relato, vendrá a modificar la totalidad de la situación.;2542;0;0
1452536;Palomita;Palomita;2025;8/10/2025;8/10/2025;BR;Ibero-American Animation Film Festival;;3861;0;0
1519641;Paralelos;Paralelos;2025;28/6/2025;28/6/2025;MX;FINCI Cine Club México 2025;;196;0;0
1519243;Astigmatismo emocional;Astigmatismo emocional;2025;28/6/2025;28/6/2025;MX;FINCI Cine Club 2025 México;;857;0;0
1540916;Eldi;Eldi;2025;1/9/2025;1/9/2025;MX;FINCI Cine Club | Nuestro Cine MX;;1582;0;0
1540447;El rito;El rito;2025;1/9/2025;1/9/2025;MX;FINCI Cine Club | Nuestro Cine MX;;913;0;0
1540934;Terapia de amor intensiva;Terapia de amor intensiva;2025;1/9/2025;1/9/2025;MX;FINCI Cine Club | Nuestro Cine MX;;454;0;0
1540476;Mexican Business;Mexican Business;2025;1/9/2025;1/9/2025;MX;FINCI Cine Club | Nuestro Cine MX;;214;0;0
1519229;Lascivo;Lascivo;2025;28/6/2025;28/6/2025;MX;FINCI 2025 México;;78;0;0
1493039;Fernlicht;Fernlicht;2025;10/7/2025;10/7/2025;FR;FIDMarseille;;1219;0;0
1585289;Antes de morir prefiero la muerte;Antes de morir prefiero la muerte;2025;29/11/2025;29/11/2025;AR;FIDBA;;2864;0;0
1585300;Zamana;Zamana;2025;30/11/2025;30/11/2025;AR;FIDBA;;1682;0;0
1585105;El mayo más frío de la historia del mundo;El mayo más frío de la historia del mundo;2025;26/11/2025;26/11/2025;AR;FIDBA;;673;0;0
1585099;Efectos secundarios;Efectos secundarios;2025;26/11/2025;26/11/2025;AR;FIDBA;;411;0;0
1585147;Tu presencia en tu ausencia;Tu presencia en tu ausencia;2025;28/11/2025;28/11/2025;AR;FIDBA;;71;0;0
1585119;La masacre de la pastoril;La masacre de la pastoril;2025;27/11/2025;27/11/2025;AR;FIDBA;;71;0;0
1585153;Auda;Auda;2025;28/11/2025;28/11/2025;AR;FIDBA;;44;0;0
1544631;Otecito, el osito del tecito;Otecito, el osito del tecito;2025;2/10/2025;2/10/2025;AR;FICUBA ;;509;0;0
1544616;24 limones;24 limones;2025;6/10/2025;6/10/2025;AR;FICUBA ;;71;0;0
1544625;A todas las sombras de nuestra marea;A todas las sombras de nuestra marea;2025;6/10/2025;6/10/2025;AR;FICUBA;;5796;0;0
1544549;El día que me quieras: El viaje de Gardel;El día que me quieras: El viaje de Gardel;2025;3/10/2025;3/10/2025;AR;FICUBA;;4114;0;0
1544519;La mujer del fuego;La mujer del fuego;2025;3/10/2025;3/10/2025;AR;FICUBA;;3025;0;0
1544578;Nexxxxo;Nexxxxo;2025;3/10/2025;3/10/2025;AR;FICUBA;;1493;0;0
1544161;Luminarias;Luminarias;2025;3/10/2025;3/10/2025;AR;FICUBA;La instalación de un sistema avanzado de fibra óptica en la ciudad provoca que un pueblo entero tenga brutales cortes de luz. Amadeo, un traductor que recibe un trabajo sobre el ludismo, se obsesiona ;1483;0;0
1544528;Trabajo para César;Trabajo para César;2025;3/10/2025;3/10/2025;AR;FICUBA;;1347;0;0
1544646;Pulso;Pulso;2025;2/10/2025;2/10/2025;AR;FICUBA;Santino y Luna emprenden un viaje a la costa argentina con la esperanza de recomponer su relación. La noticia de una oportunidad laboral para Luna, que la llevaría lejos del país, abre una herida que ;681;0;0
1544657;Todos mis demonios;Todos mis demonios;2025;5/10/2025;5/10/2025;AR;FICUBA;;214;0;0
1544664;Ya no soy mí;Ya no soy mí;2025;5/10/2025;5/10/2025;AR;FICUBA;;168;0;0
1486792;Un cuarto azul;Un cuarto azul;2025;3/10/2025;3/10/2025;AR;FICUBA;;105;0;0
1544650;La Cara de mi Madre;La Cara de mi Madre;2025;3/10/2025;3/10/2025;AR;FICUBA;"En Madrid, una joven argentina atraviesa la extraña frontera entre el deseo, la soledad y el miedo al futuro. Una salida cualquiera se convierte en un abismo: un encuentro fortuito, un bar de poesía";103;0;0
1544565;Como cada domingo;Como cada domingo;2025;3/10/2025;3/10/2025;AR;FICUBA;;0;0;0
1544641;La muerte no es un lugar (al que se puede volver);La muerte no es un lugar (al que se puede volver);2025;2/10/2025;2/10/2025;AR;FICUBA;;0;0;0
1544638;Búsqueda Fungi;Búsqueda Fungi;2025;2/10/2025;2/10/2025;AR;FICUBA;;0;0;0
1527072;El Amigo de Cleopatra;El Amigo de Cleopatra;2025;4/10/2025;4/10/2025;AR;FICPBA;Desde que Jorge entra al departamento de Julia, y la ve vestida de Cleopatra, sus esperanzas de tener un día normal se pierden por completo. Sumidos en una atmósfera de extrañeza, ambos deberán trabaj;1845;0;0
1560320;El atardecer de los grillos;El atardecer de los grillos;2025;7/6/2025;7/6/2025;MX;FICG (Festival Internacional de Cine en Guadalajara);Un grupo de adolescentes de un barrio suburbano en Argentina, cerca de un campo de golf, se escabullen para encontrar pelotas perdidas para vender, soñando con convertirse en golfistas. Mientras esper;2946;0;0
1555458;Que te atraviese el río gurí;Que te atraviese el río gurí;2025;27/11/2025;27/11/2025;AR;FICER;Un gurí y su familia van a pescar todos los fines de semana por las costas entrerrianas.;143;0;0
1429780;Pachakuti, viaje a Bolivia;Pachakuti, viaje a Bolivia;2025;7/2/2025;24/11/2023;AR;FIBAV;Dani, argentino hijo de bolivianos, alumno de la Escuela de cine Qamkunapah, en Barrio Malvinas, La Plata, viaja a Bolivia por tierra a visitar la casa de su abuela en Toco, Cochabamba, en un largo re;596;0;0
1584570;Instancias;Instancias;2025;26/11/2025;26/11/2025;AR;Festival Super 8 Infinito;;2475;0;0
1584579;Rosagante #2;Rosagante #2;2025;26/11/2025;26/11/2025;AR;Festival Super 8 Infinito;;1527;0;0
1584576;Memorias fragmentadas;Memorias fragmentadas;2025;26/11/2025;26/11/2025;AR;Festival Super 8 Infinito;;1399;0;0
1584597;The Flesh, The Needle and Bullet;The Flesh, The Needle and Bullet;2025;26/11/2025;26/11/2025;AR;Festival Super 8 Infinito;;71;0;0
1584589;Mil días, mil noches;Mil días, mil noches;2025;26/11/2025;26/11/2025;AR;Festival Super 8 Infinito;;52;0;0
1584593;Sombras y luces, luces y sombras;Sombras y luces, luces y sombras;2025;26/11/2025;26/11/2025;AR;Festival Super 8 Infinito;;0;0;0
1584583;En la oscuridad;En la oscuridad;2025;26/11/2025;26/11/2025;AR;Festival Super 8 Infinito;;0;0;0
1585674;Res Extensa;Res Extensa;2025;24/11/2025;24/11/2025;AR;Festival Rojo Sangre Buenos Aires;;256;0;0
1378489;La orquesta y el silencio;La orquesta y el silencio;2025;1/6/2025;27/10/2024;AR;Festival LGBTIQ+ Asterisco;Waldo de los Ríos fue un exitoso compositor argentino, autor de música de películas y, sobre todo, famosísimo por hacer arreglos pop a Mozart, Beethoven, Haydn, llegando a vender 35 millones de discos;19409;0;0
1559276;Disitango, un abrazo feminista;Disitango, un abrazo feminista;2025;13/10/2025;13/10/2025;AR;Festival Inusual de Buenos Aires;;38822;0;0
1559278;En honor a Pepe Biondi;En honor a Pepe Biondi;2025;11/10/2025;11/10/2025;AR;Festival Inusual de Buenos Aires;;5636;0;0
1559291;Retrato de un pianista;Retrato de un pianista;2025;20/10/2025;20/10/2025;AR;Festival Inusual de Buenos Aires;;2954;0;0
1559260;Sin ley;Sin ley;2025;7/10/2025;7/10/2025;AR;Festival Inusual de Buenos Aires;;2533;0;0
1559249;Póngale la firma;Póngale la firma;2025;18/10/2025;18/10/2025;AR;Festival Inusual de Buenos Aires;;2396;0;0
1559299;Sacha Guitarra, los misterios del monte;Sacha Guitarra, los misterios del monte;2025;21/10/2025;21/10/2025;AR;Festival Inusual de Buenos Aires;Elpidio Herrera, profesor de física y matemática, músico, compositor y luthier, fue el padre de un misterio: la Sacha Guitarra. Un instrumento mágico cuya alegría y llanto une al monte y a la Salamanc;2015;0;0
1559265;Teniente Linyera;Teniente Linyera;2025;15/10/2025;15/10/2025;AR;Festival Inusual de Buenos Aires;;1461;0;0
1583532;Delator;Delator;2025;8/10/2025;8/10/2025;AR;Festival Inusual de Buenos Aires;;1372;0;0
1559234;Martín vuelve;Martín vuelve;2025;15/10/2025;15/10/2025;AR;Festival Inusual de Buenos Aires;;1351;0;0
1559255;Salón rojo;Salón rojo;2025;11/10/2025;11/10/2025;AR;Festival Inusual de Buenos Aires;;1102;0;0
1559273;De Troya a Malvinas;De Troya a Malvinas;2025;14/10/2025;14/10/2025;AR;Festival Inusual de Buenos Aires;;739;0;0
1559243;Ocre;Ocre;2025;10/10/2025;10/10/2025;AR;Festival Inusual de Buenos AIres;;336;0;0
1559220;El eterno camino del retorno;El eterno camino del retorno;2025;15/10/2025;15/10/2025;AR;Festival Inusual de Buenos Aires;;261;0;0
1559281;Esto es la boca vs. El mundo Plushterciopelo;Esto es la boca vs. El mundo Plushterciopelo;2025;11/10/2025;11/10/2025;AR;Festival Inusual de Buenos Aires;;193;0;0
1559246;Olivia y las sombras;Olivia y las sombras;2025;21/10/2025;21/10/2025;AR;Festival Inusual de Buenos Aires;;168;0;0
1583517;I-Real;I-Real;2025;12/10/2025;12/10/2025;AR;Festival Inusual de Buenos Aires;;148;0;0
1559287;Marcelo Peralta, un espíritu libre;Marcelo Peralta, un espíritu libre;2025;18/10/2025;18/10/2025;AR;Festival Inusual de Buenos Aires;;71;0;0
1583514;SED;SED;2025;12/10/2025;12/10/2025;AR;Festival Inusual de Buenos Aires;;71;0;0
1559239;Morirás al alba;Morirás al alba;2025;9/10/2025;9/10/2025;AR;Festival Inusual de Buenos Aires;;71;0;0
1559213;Cuarto oscuro;Cuarto oscuro;2025;9/10/2025;9/10/2025;AR;Festival Inusual de Buenos Aires;;42;0;0
1583524;El patio del fondo;El patio del fondo;2025;20/10/2025;20/10/2025;AR;Festival Inusual de Buenos Aires;;0;0;0
1559224;La obra inconclusa;La obra inconclusa;2025;12/10/2025;12/10/2025;AR;Festival Inusual de Buenos Aires;;0;0;0
1567678;Mitra, apaga la luz para poder ver;Mitra, apaga la luz para poder ver;2025;11/10/2025;11/10/2025;AR;Festival Internacional de Mar del Plata;;25058;0;0
1567477;El hombre que vivió con miedo;El hombre que vivió con miedo;2025;12/11/2025;12/11/2025;AR;Festival Internacional de Mar del Plata;;10282;0;0
1567741;Por la gaseosa;Por la gaseosa;2025;12/11/2025;12/11/2025;AR;Festival Internacional de Mar del Plata;;4085;0;0
1567458;Benjamín: El hombre que amaba los caracoles;Benjamín: El hombre que amaba los caracoles;2025;10/11/2025;10/11/2025;AR;Festival Internacional de Mar del Plata;;2809;0;0
1567449;Premonición;Premonición;2025;10/11/2025;10/11/2025;AR;Festival Internacional de Mar del Plata;;1682;0;0
1567784;Nueve auras;Nueve auras;2025;7/11/2025;7/11/2025;AR;Festival Internacional de Mar del Plata;Este documental revive la historia de 'Nueve reinas' y el legado de su creador, Fabián Bielinsky. Tras años de perseverancia, su guion se convirtió en un fenómeno: más de 1,2 millones de espectadores,;1534;55;2
1567749;Y la intensa lluvia;Y la intensa lluvia;2025;13/11/2025;13/11/2025;AR;Festival Internacional de Mar del Plata;;1069;0;0
1567487;Zapatos hechos a mano;Zapatos hechos a mano;2025;12/11/2025;12/11/2025;AR;Festival Internacional de Mar del Plata;;627;0;0
1567702;Mientras tanto;Mientras tanto;2025;13/11/2025;13/11/2025;AR;Festival Internacional de Mar del Plata;;544;0;0
1567736;El tiempo entre nosotros;El tiempo entre nosotros;2025;13/11/2025;13/11/2025;AR;Festival Internacional de Mar del Plata;;513;0;0
1567686;Testarossa;Testarossa;2025;13/11/2025;13/11/2025;AR;Festival Internacional de Mar del Plata;;162;0;0
1458345;Basilicia, cuando la historia la escriben los que luchan;Basilicia, cuando la historia la escriben los que luchan;2025;3/4/2025;11/10/2023;AR;Festival Internacional de Cortometrajes Oberá en Cortos;Basilicia es una adolescente hija de inmigrantes ucranianos que se convierte en un símbolo de la lucha por los derechos de las familias rurales en el entonces Territorio Nacional de Misiones, Argentin;9324;0;0
1584750;Los no humanos;Los no humanos;2025;24/11/2025;24/11/2025;AR;Festival Internacional de Cine Documental de Buenos Aires;;71;0;0
1584754;Deserto Vértigo;Deserto Vértigo;2025;25/11/2025;25/11/2025;AR;Festival Internacional de Cine Documental Buenos Aires;;1636;0;0
1584751;Esas ruinas;Esas ruinas;2025;25/11/2025;25/11/2025;AR;Festival Internacional de Cine Documental Buenos Aires;;0;0;0
1467527;Estás rara;Estás rara;2025;26/4/2025;26/4/2025;AR;Festival Internacional de Cine del Fin del Mundo;¿Qué significa estar rara? ¿Qué clase de estado es? ¿Es positivo? ¿Es negativo? Todas esas preguntas se hace Lucía cuando una mañana su novio le dice ‘Estás rara’. Un día común se convierte en una luc;1649;0;0
1378390;Appassionata;Appassionata;2025;25/4/2025;25/4/2025;AR;Festival Internacional de Cine del Fin del Mundo;Relata la experiencia del artista, y la idea de la crisis como motor de transformación y creación.  El cortometraje expone, a través de la bailarina, la dualidad que la atraviesa  siendo espectadora y;453;0;0
1467510;Cenizas;Cenizas;2025;25/4/2025;25/4/2025;AR;Festival Internacional de Cine del Fin del Mundo;En un futuro colapsado, un hombre es visitado por un viajero del tiempo. Juntos emprenden un viaje hacia El Crematorio.;256;0;0
1467546;La espera;La espera;2025;27/4/2025;27/4/2025;AR;Festival Internacional de Cine del Fin del Mundo;Cortometraje.;0;0;0
1574199;No podía quedarme en casa sin hacer nada;No podía quedarme en casa sin hacer nada;2025;27/10/2025;27/10/2025;MX;Festival Internacional de Cine de Orizaba (FICO) 2025;;71;0;0
1386791;Historias Breves 22;Historias Breves 22;2025;12/6/2025;22/11/2024;AR;Festival Internacional de Cine de Mar Del Plata;El Concurso Historias Breves puede considerarse el primer acercamiento de jóvenes directores y realizadores integrales al INCAA y se inscribe en el marco para la promoción de nuevos realizadores y rea;5981;10;1
1198384;Asterion;Asterion;2025;13/9/2025;8/11/2023;AR;Festival Internacional de Cine de Mar del Plata;Un anciano ermitaño vive aislado en una gran casona. Esa mañana decide salir a dar un paseo.Lejos de su hermético laberinto, caminar por la playa parece un buen plan para la jornada. Sin embargo, el e;4247;0;0
1565388;Festín;Festín;2025;5/12/2025;5/12/2025;CL;Festival Incorregibles - Nexo Cinema;;314;0;0
1557186;Almost Forgotten;Almost Forgotten;2025;3/10/2025;3/10/2025;AR;Festival Horror en Banfield ;Un grupo de personas aparentemente inconexas se encuentran encerradas en Buenos Aires. Mientras intenta resolver el misterio, una joven se da cuenta de que, debido a las acciones de su familia, ella p;1834;0;0
1564972;Extracto de adiós;Extracto de adiós;2025;9/11/2025;9/11/2025;AR;Festival Fuera de Campo;Los vestigios de dos personas perdidas en la vida que son, tanto Iván como Camila, dos seres que como manotazo de ahogado deciden conocerse para esquivar el tedio de la vida.;691;0;0
1566530;El Compromiso;The commitment;2025;5/12/2025;5/12/2025;AR;Festival Eliseo Subiela;Buenos Aires, principios de los 2000. Mauro, un empresario de la salud decidido a dar el salto a la política, trabaja en su discurso de campaña agobiado por la falta de genuinidad del mismo. Una irrup;5235;0;0
1443569;Lo deseado;Lo deseado;2025;26/3/2025;26/3/2025;CH;Festival du Film de Fribourg;Un asesinato en medio de las montañas, un amuleto aborigen con poderes mágicos y dos personas desesperadas por recuperar el tiempo perdido.;2243;8;2
1481391;Tamales;Tamales;2025;16/5/2025;16/5/2025;AR;Festival de las alturas;;3718;10;1
1513415;La Mafia;La Mafia;2025;14/7/2025;14/7/2025;AR;Festival de Cortos Juan Pedro Esnaola 2025;;1448;10;1
1544158;Sifonazo;Sifonazo;2025;13/9/2025;13/9/2025;AR;Festival de Cortos ;En una Buenos Aires donde los sifones son sagrados y cada barrio cuida su propio altar, Enzo pierde el suyo y, junto a su amigo Román, roba uno para reemplazarlo. El plan sale mal y terminan trabajand;71;0;0
1555197;El Acechador Nocturno;El Acechador Nocturno;2025;10/10/2025;10/10/2025;AR;Festival de Cine Merlo Sangriento;¿Quedarte a estudiar hasta tarde? Mala idea. ¿Estar solo en un campus gigante? Mucho peor. En la quietud de la noche universitaria, una presencia se mueve entre las sombras, y no todos verán el amanec;1074;0;0
1556473;Desolación;Desolación;2025;10/10/2025;10/10/2025;AR;Festival de Cine Merlo Sangriento;;71;0;0
