tmdb_id;tmdb_title;tmdb_original_title;tmdb_year;tmdb_release_date;premiere_date;premiere_country;premiere_note;tmdb_overview;tmdb_popularity;tmdb_vote_average;tmdb_vote_count
1168331;Tortugas;Tortugas;2023;21/4/2023;21/4/2023;AR;Selección Oficial Festival Internacional de Cine del Fin del Mundo;Una historia familiar a través de la relación con las ciudades y las tortugas.;1956;0;0
1172694;Hacer orillas luminosas;Hacer orillas luminosas;2023;8/11/2023;7/10/2023;AR;FIDBA Film Fest;Imágenes térmicas capturadas por la realizadora exponen los desplazamientos nocturnos llevados a cabo por mujeres paseras en la frontera argentino-paraguaya. Un testimonio subversivo que expresa visua;1926;0;0
1137745;Las apariencias;Las apariencias;2023;1/7/2023;13/3/2024;DK;CPH:DOX Intl. Premiere;;1914;0;0
1492361;Mil rostros;Mil rostros;2023;19/10/2023;19/10/2023;AR;UNLP;;1904;0;0
1111059;Nunca hizo tanto frío;Nunca hizo tanto frío;2023;2/6/2023;25/4/2023;AR;BAFICI;;1882;0;0
1166369;La música está servida: Sofía Carson;La música está servida: Sofía Carson;2023;8/9/2023;8/9/2023;AR;Disney+;;1797;77;13
1213813;Sofía;Sofía;2023;13/12/2023;13/12/2023;AR;Cine Gaumont;;1789;0;0
1183806;Desierto;Desierto;2023;28/9/2023;28/9/2023;AR;La Plata International Independent Film Festival - FestiFreak;Desierto deriva del prefijo De: separación, y el verbo Serere: entretejer o enlazar. Camino y recopilo imágenes para comprender el lugar del que vengo, la estepa patagónica en las afueras de Comodoro ;1757;8;1
1172691;Acuario;Acuario;2023;8/9/2023;8/9/2023;AR;FICPBA;Luisa vive en una ciudad tradicional en los comienzos del Nuevo Milenio. Envuelta en una atmósfera de monotonía queda al descubierto el hastío con el que carga: su deseo parece haberse evaporado. Encu;1748;0;0
1117662;Regreso en Patagonia;Regreso en Patagonia;2023;1/4/2023;1/4/2023;AR;TEATRIX;;1724;2;1
1202603;The Hunt;The Hunt;2023;21/9/2023;21/9/2023;US;New York Latino Film Festival;El viaje de fin de semana de Jessica y Olivia se convierte en una pesadilla cuando son perseguidas por un asesino enloquecido en el desierto.;1657;0;0
1191363;Es Gourmet;Es Gourmet;2023;23/11/2023;23/11/2023;AR;Festival Rojo Sangre XXIV;"""Es Gourmet"" presenta su ulttimo programa, donde El Cocinero prepara un plato especial con la ayuda de su camarografa Juana y un subscriptor y fan del show, Mario. Pero el platillo puede no ser del gu";1624;0;0
1146283;Callejero Fino;Callejero Fino;2023;2/7/2023;2/7/2023;AR;STAR+ LIVE;;1593;0;0
1111125;Alguien en el mundo piensa en mí;Alguien en el mundo piensa en mí;2023;23/4/2023;23/4/2023;AR;At the Buenos Aires International Film Festival;Alejandro Vilas es un músico y profesor de matemáticas que, según algunos, es físicamente idéntico a su ídolo argentino local: Charly García.;1563;35;2
1196830;Los sueños de Elma: Historia de una madre de Malvinas;Los sueños de Elma: Historia de una madre de Malvinas;2023;6/11/2023;6/11/2023;AR;Festival Internacional de Cine de Mar del Plata;Geoffrey Cardozo (inglés) y Julio Aro (argentino) están postulados al Premio Nobel de la Paz compartido por su trabajo en una causa humanitaria histórica: la restitución de identidades de caídos argen;1557;0;0
1208807;Rouge;Rouge;2023;24/11/2023;24/11/2023;AR;Festival Buenos Aires Rojo Sangre;Una noche en Buenos Aires, una mujer presencia como su vecina de se cae del balcón. Ella decide ayudarla. Lo que en principio parecía un accidente se convierte en una pesadilla.;1488;0;0
1340026;La Noche de Anoche;La Noche de Anoche;2023;4/12/2023;4/12/2023;AR;Cine Centro Cultural San Martín;Un joven neurótico y fan de Star Wars llamado Lautaro, recién mudado con su novia Lucía, va a una fiesta y toma cerveza hasta perder la memoria. Al despertar, tiene recuerdos confusos con una chica ll;1485;0;0
