tmdb_id,tmdb_title,tmdb_original_title,tmdb_year,tmdb_release_date,premiere_date,premiere_country,premiere_note,tmdb_overview,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,status,local_id,local_title,local_year,match_reason
1408919,BIRRA TIRADA,BIRRA TIRADA,2024,2024-12-20,2024-12-20,AR,,,0.0729,0,0,missing,,,,No encontrada en CineNacional
1208033,La Hija,La Hija,2024,2024-12-20,2024-12-20,AR,,Una chica de campo sueña con ser una estrella de cine pero al firmar un libro demoniaco todo se descontrola y no hay vuelta atras.,0.2606,10,1,missing,,,,No encontrada en CineNacional
1404999,La Rosa Negra: Herencia ancestral,La Rosa Negra: Herencia ancestral,2024,2024-12-19,2024-12-19,AR,,"Gonzalo recibe el mando de la comparsa familiar y se embarca junto a su hermano en un viaje de descubrimiento hacia Uruguay, la tierra del candombe.",0.0949,0,0,missing,,,,No encontrada en CineNacional
1404647,WOS - DESCARTABLE. En Vivo Estadio Racing Club,WOS - DESCARTABLE. En Vivo Estadio Racing Club,2024,2024-12-19,2024-12-19,AR,,WOS presentando su tercer disco de estudio ¨DESCARTABLE¨ en el Estadio Racing Club.,0.1359,0,0,missing,,,,No encontrada en CineNacional
1405899,Eureka: Los Hermanos de los Sábados,Eureka: Los Hermanos de los Sábados,2024,2024-12-18,2024-12-18,AR,,,0.2039,0,0,missing,,,,No encontrada en CineNacional
1555757,Olvidados en la basura,Olvidados en la basura,2024,2024-12-16,2024-12-16,AR,,Documental de Lionel Marcipar,0.1269,0,0,missing,,,,No encontrada en CineNacional
1515021,Sam,Sam,2024,2024-12-16,2024-12-16,AR,,"Sam es una adolescente comenzando la secundaria. Tras conflictos con sus antiguos amigos, esta nueva etapa la asusta y le genera inseguridades, las cuales se materializan a través de su propia sombra.",0.0779,0,0,missing,,,,No encontrada en CineNacional
1483926,Mal viaje,Mal viaje,2024,2024-12-16,2024-12-16,AR,,"Facundo trabaja en Estudios Diseñex. Su trabajo rutinario y desapasionante peligra por su bajo desempeño, que no encaja en los planes de la empresa, por lo que, su jefe, lo enfrenta a una última prueb",0.1414,0,0,missing,,,,No encontrada en CineNacional
1402347,DESCARTABLE (En Vivo): La película,DESCARTABLE (En Vivo): La película,2024,2024-12-16,2024-12-16,AR,,,0.1807,0,0,missing,,,,No encontrada en CineNacional
1409029,¿Quién inició el incendio?,¿Quién inició el incendio?,2024,2024-12-15,2024-12-15,CU,Festival de Cine de La Habana,,0.0852,0,0,missing,,,,No encontrada en CineNacional
1402804,Paloma,Paloma,2024,2024-12-14,2024-12-14,AR,,La vida monótona de Gaspar cambia drásticamente cuando se enamora de una joven muchacha y cae de cabeza en una tumultuosa relación.,0.1621,0,0,missing,,,,No encontrada en CineNacional
1413311,RECONSTRUYENDO MEMORIA: La historia del Centro de Estudiantes de la FACSO UNSJ,RECONSTRUYENDO MEMORIA: La historia del Centro de Estudiantes de la FACSO UNSJ,2024,2024-12-13,2024-12-13,AR,,"Documental realizado por estudiantes de la Licenciatura en Comunicación Social, Cátedra Comunicación Audiovisual (2024), que busca reconstruir la historia del Centro de Estudiantes de la Facultad de C",0.0453,0,0,missing,,,,No encontrada en CineNacional
1404969,PAEZ4030,PAEZ4030,2024,2024-12-13,2024-12-13,AR,,,1.0124,0,0,missing,,,,No encontrada en CineNacional
1398699,Tras los juncos,Tras los juncos,2024,2024-12-13,2024-12-13,AR,Festival Internacional de Cine de Entre Ríos,"Pincho, el curioso carpincho, juega a las escondidas con sus hermanas y no logra encontrarlas.",0.167,3,1,missing,,,,No encontrada en CineNacional
1398695,Mientras tanto estoy acá,Mientras tanto estoy acá,2024,2024-12-13,2024-12-13,AR,,"Norma es una pescadora que vive en las islas de Entre Ríos, Argentina. A sus 55 años, todavía no sabe bien cuál es su vocación, aunque su verdadero deseo es ser actriz. Mientras tanto, se dedica a pes",0.1725,0,0,missing,,,,No encontrada en CineNacional
1398689,¿Y ahora qué?,¿Y ahora qué?,2024,2024-12-13,2024-12-13,AR,,Una dulce introducción de algún incierto e intrincado presente.,0,0,0,missing,,,,No encontrada en CineNacional
1398687,Lo hondo,Lo hondo,2024,2024-12-13,2024-12-13,AR,,"Dos mujeres erran alrededor de una pileta. Presienten, dentro del agua, un universo que las atemoriza. Al zambullirse se abren pasajes a otras aguas, más densas, más silvestres. Estos pasajes las van ",0.0828,0,0,missing,,,,No encontrada en CineNacional
1398683,Voces del barrio,Voces del barrio,2024,2024-12-13,2024-12-13,AR,Festival Internacional de Cine de Entre Ríos,"Voces e imágenes de juegos que se realizaban en el pasado y vuelven al presente, como huellas de un patrimonio cultural inmaterial que nos identifica.",0.0387,4,1,missing,,,,No encontrada en CineNacional
1441520,Sintéti-K,Sintéti-K,2024,2024-12-12,2024-12-12,AR,,,0.0143,0,0,missing,,,,No encontrada en CineNacional
1406070,Verde ceniza,Verde ceniza,2024,2024-12-12,2024-12-12,AR,,"Emeterio es un hombre mayor que recientemente perdió a su madre y no puede dejarla ir, va para todos lados con la urna que contiene sus cenizas. Diferentes conversaciones ayudan a Emeterio a tomar una",0.0621,0,0,missing,,,,No encontrada en CineNacional
1403572,Ca7riel & Paco Amoroso: En vivo en Movistar Arena,Ca7riel & Paco Amoroso: En vivo en Movistar Arena,2024,2024-12-12,2024-12-12,AR,,,0.1149,0,0,missing,,,,No encontrada en CineNacional
1400355,Ifwalapej,Ifwalapej,2024,2024-12-12,2024-07-02,AR,Semana del Cine en Salta,"La vida de las comunidades indígenas que habitan la zona de los ex lotes 14 y 55, en el norte de la provincia de Salta, Argentina, está signada por la lucha por la tierra y su defensa. Las voces de ",0.0462,0,0,missing,,,,No encontrada en CineNacional
1400243,Las fronteras del tiempo,Las fronteras del tiempo,2024,2024-12-12,2024-12-12,AR,,"Amanda, una periodista obsesionada con la verdad, se entera que su abuela materna murió en circunstancias extrañas hace mucho tiempo y comienza a hurgar en el pasado familiar. A medida que avanza en s",0.0947,2,1,exists_by_tmdb,196281,Las fronteras del tiempo,2024,Match por tmdb_id
1398676,Los estados del amor,Los estados del amor,2024,2024-12-12,2024-12-12,AR,,Una persona envía audios de WhatsApp mientras la percepción del cuerpo se desvanece como las estaciones del año. Una especie de ritual que trasciende las fronteras espacio-tiempo. En el aire flota el ,0.1527,0,0,missing,,,,No encontrada en CineNacional
1398671,Coronada,Coronada,2024,2024-12-12,2024-12-12,AR,,"Dolores busca en las esculturas de la Ciudad de Buenos Aires inspiración para escribir. Presenta su poesía para un acto patrio en el colegio donde es docente, pero el director desestima su propuesta. ",0.1935,0,0,missing,,,,No encontrada en CineNacional
1398663,El río siempre fue un color,El río siempre fue un color,2024,2024-12-12,2024-12-12,AR,,"Dos artistas comparten sus vidas a través de un intercambio epistolar. Desde las márgenes del río Paraná, en tierra guaraní, hasta el curso del río Negro, en territorio mapuche, esta serie de videocor",0.0143,0,0,missing,,,,No encontrada en CineNacional
1398660,La partida,La partida,2024,2024-12-12,2024-12-12,AR,,"Después de un largo día de trabajo en la tienda de cómics, Radio solo puede pensar en una cosa: juntarse con sus amigos.",0.0987,6,1,missing,,,,No encontrada en CineNacional
1398653,Cartas de un río a otro,Cartas de un río a otro,2024,2024-12-12,2024-12-12,AR,,"A través de una carta llena de imágenes, dos amigas se escriben y articulan la reflexión de este autorretrato imaginario que afronta los retos de la migración de la provincia a las grandes ciudades en",0.0753,0,0,missing,,,,No encontrada en CineNacional
1386834,El agujerito,El agujerito,2024,2024-12-12,2024-11-26,AR,Festival Internacional de Cine de Mar Del Plata,"En 1969, los hermanos Epstein fundaron una casa de música en pleno centro porteño. Allí ofrecían los mejores discos importados y pronto se convirtió en un santuario. Músicos como Claudio Gabis, Nito M",0.2871,7,1,exists_by_tmdb,196262,El agujerito,2024,Match por tmdb_id
1365896,CENA,CENA,2024,2024-12-12,2024-12-12,AR,,Una joven en el clóset debe sobreponerse a sus miedos y prejuicios cuando una desafortunada coincidencia entre su familia y su novia deja su mundo patas arriba.,0.248,0,0,missing,,,,No encontrada en CineNacional
1323273,En lo oscuro no se ve,En lo oscuro no se ve,2024,2024-12-12,2024-12-12,AR,Festival Internacional de Cine de Entre Ríos (FICER),"Luego de un largo día de trabajo, Clarisa llega a su casa agotada, donde su pequeño hijo la espera durmiendo.",0.1645,7,1,missing,,,,No encontrada en CineNacional
1306988,La Herencia,La Herencia,2024,2024-12-12,2024-12-12,AR,,"Tres hermanos asisten al funeral de su padre, pero la herencia tiene un profundo precio que no esperaban.",0.5957,0,0,exists_by_title,197317,La Herencia,2025,Match por título (100%)
1398173,Normal Burger,Normal Burger,2024,2024-12-11,2024-12-11,AR,,Joan encuentra el sentido de la vida en una hamburguesa,0,0,0,missing,,,,No encontrada en CineNacional
1400301,Via Crux,Via Crux,2024,2024-12-10,2024-12-10,AR,,Via Crux es una exploración audiovisual de la corporalidad femenina y lo que ocurre con ella durante una experiencia mística. Es la conjugación de lo carnal con lo espiritual a partir del contacto con,0.0933,0,0,missing,,,,No encontrada en CineNacional
1399907,Donde no estás,Donde no estás,2024,2024-12-10,2024-12-10,AR,,"Una joven de 18 años se muda de La Pampa a Buenos Aires para estudiar. Debido a su situación financiera deberá hospedarse en el departamento de su padre, al cual no ve desde los 3 años, y rearmar su r",0.0416,10,1,missing,,,,No encontrada en CineNacional
1324890,A un paso de la soledad,A un paso de la soledad,2024,2024-12-09,2024-12-09,AR,,"Marcos vive atrapado en la irrealidad de su mente y mientras se encierra en la búsqueda de una solución a algo que ni él mismo comprende, la realidad que lo rodea se derrumba junto con su vida.",0.35,0,0,missing,,,,No encontrada en CineNacional
1475776,El señor de los pingüinos,El señor de los pingüinos,2024,2024-12-08,2024-12-08,AR,,"El Señor de los Pingüinos documenta parte de la increíble labor de conservación de pingüinos de Pablo García Borboroglu, en la Patagonia argentina y Nueva Zelanda, que le hicieron merecedor del Premio",0.0071,0,0,exists_by_tmdb,196893,El señor de los pingüinos,2024,Match por tmdb_id
1402212,IKIGAI,IKIGAI,2024,2024-12-08,2024-12-08,AR,,,0.0864,0,0,missing,,,,No encontrada en CineNacional
1165772,Qora,Qora,2024,2024-12-08,2024-12-08,AR,Buenos Aires Rojo Sangre,"Ana es una niña maltratada por su madre, encuentra compañia en sus dibujos que cobran vida como sus amigos imaginarios.",0.1232,4,1,missing,,,,No encontrada en CineNacional
1398595,Ayni,Ayni,2024,2024-12-07,2024-12-05,AR,Proyección Privada ENERC Animación,Una anciana en situación de calle y un niño de seis años se encuentran en un mundo cruel y desinteresado.,0.0297,10,2,missing,,,,No encontrada en CineNacional
1526983,Susurros del Lienzo,Susurros del Lienzo,2024,2024-12-06,2024-12-06,AR,,"Una restauradora de arte trabaja en su más reciente encargo, una pintura de origen desconocido. A raíz de una serie de descubrimientos, lo que comienza como una simple curiosidad, rápidamente se conve",0.0836,0,0,missing,,,,No encontrada en CineNacional
1475719,Detrás del muro,Behind the wall,2024,2024-12-06,2024-12-06,ES,,"Tareq Samhan, antiguo combatiente de las Fuerzas Armadas de Al-Qassam (Hamás), es liberado tras 13 años de prisión. La historia de Tareq y las imágenes captadas por el realizador constituyen una peque",0.0762,0,0,missing,,,,No encontrada en CineNacional
1398673,Ernvesto,Ernvesto,2024,2024-12-06,2024-12-06,AR,Short film ,,0,10,1,missing,,,,No encontrada en CineNacional
1393497,Hálito de arena,Hálito de arena,2024,2024-12-06,2024-12-06,AR,Buenos Aires Rojo Sangre.,,0.1245,0,0,missing,,,,No encontrada en CineNacional
1393467,Examinación cruzada,Examinación cruzada,2024,2024-12-06,2024-12-06,AR,Buenos Aires Rojo Sangre.,,0.1752,10,1,missing,,,,No encontrada en CineNacional
1393450,El editor del 4to c,El editor del 4to c,2024,2024-12-06,2024-12-06,AR,Buenos Aires Rojo Sangre.,,0.0468,0,0,missing,,,,No encontrada en CineNacional
1393444,Venganza en el delta,Venganza en el delta,2024,2024-12-06,2024-12-06,AR,Buenos Aires Rojo Sangre.,,0.152,0,0,missing,,,,No encontrada en CineNacional
1393397,Catalepsia,Catalepsia,2024,2024-12-06,2024-12-06,AR,Buenos Aires Rojo Sangre.,,0.1467,0,0,missing,,,,No encontrada en CineNacional
1390451,La Meriendita,La Meriendita,2024,2024-12-06,2024-12-06,AR,Buenos Aires Rojo Sangre.,"En el día de San Valentín, cinco amigas disfrutan de un picnic y se burlan de las cartas de amor que recibieron. Pero la situación se sale de control cuando una carta expone los sentimientos secretos ",0.2292,0,0,missing,,,,No encontrada en CineNacional
1388505,Colección Privada,Colección Privada,2024,2024-12-06,2024-12-06,AR,Buenos Aires Rojo Sangre.,"Un joven intruso se mete en una casa vacía mientras su dueño está ausente, para liberar sus más oscuras fantasías sexuales. Pronto, esta travesura perderá su sensualidad cuando este fetichista descubr",0.1481,0,0,missing,,,,No encontrada en CineNacional
1386238,Oro negro,Oro negro,2024,2024-12-06,2024-12-06,AR,Buenos Aires Rojo Sangre,"Ramiro se reencuentra con Damián después de años sin verse. Damián siempre tiene algún asunto turbio en marcha. Esta vez quiere ir en busca de cierto tesoro escondido en un convento abandonado. Lara, ",0.3191,3,2,missing,,,,No encontrada en CineNacional
1509936,Little,Little,2024,2024-12-05,2024-12-05,US,,,0.2092,0,0,missing,,,,No encontrada en CineNacional
1408425,100% Rivales,100% Rivales,2024,2024-12-05,2024-12-05,AR,,"""100% Rivales"" es un corto documental que se propone revivir la nostalgia y el impacto cultural del icónico programa de lucha libre de los 2000, ""100% Lucha"". El documental reencuentra a los ídolos y ",0.2618,10,1,missing,,,,No encontrada en CineNacional
1399548,Echando Raíces,Echando Raíces,2024,2024-12-05,2024-12-05,AR,,Recuerdos de dos familias (Una de Venezuela y otra de Bolivia) las cuales son atravesadas por vivencias en común.,0.1957,10,1,missing,,,,No encontrada en CineNacional
1399017,Sol de Mayo,Sol de Mayo,2024,2024-12-05,2024-12-05,AR,"Proyección en la FADU - UBA (Facultad de Arquitectura, Diseño y Urbanismo - Universidad de Buenos Aires) de la materia Proyecto Audiovisual 2 cátedra Blanco de la carrera de Diseño de Imágen y Sonido.","Un almacén de ramos generales que actualmente se encuentra vacío, revive sus recuerdos por una última vez. Nos adentramos en un viaje al pasado de la mano de Gustavo, el último heredero del lugar.",0.0143,10,2,missing,,,,No encontrada en CineNacional
1397968,Entre el cielo y la tierra,Entre el cielo y la tierra,2024,2024-12-05,2024-12-05,AR,,Gilda murió hace 28 años y su figura sigue siendo más relevante que nunca con devotos que siguen esperandolos hasta hoy: ¿Qué es lo que hace a Gilda tan especial? ¿Quienes son estas personas que se ju,0.0717,0,0,missing,,,,No encontrada en CineNacional
1396890,Esperando al mar,Esperando al mar,2024,2024-12-05,2024-12-05,AR,,"Donde antes el Mar de Aral reflejaba el cielo, ahora yace un desierto de sal. Aziz, un joven anclado a los sueños de un mar desaparecido, lucha por sobrevivir en el epicentro de la mayor catástrofe ec",0.1087,4,1,exists_by_tmdb,196075,Esperando al mar,2024,Match por tmdb_id
1382206,Masacre en el Delta,Masacre en el Delta,2024,2024-12-05,2024-12-05,AR,Buenos Aires Rojo Sangre,Dos parejas viajan a una remota isla para practicar rituales de sanación. Lo que no saben es que deberán enfrentar sus miedos en una carrera contra la muerte.,0.0445,0,0,exists_by_tmdb,196946,Masacre en el Delta,2025,Match por tmdb_id
1382163,Marianela & el cadáver,Marianela & el cadáver,2024,2024-12-05,2024-12-05,AR,Buenos Aires Rojo Sangre,"Marianela, una joven de 19 años, debe revelar un secreto a su complicada madre durante una caótica fiesta de cumpleaños, mientras lidia con un problema aún mayor: un cadáver que apareció misteriosamen",1.6963,0,0,missing,,,,No encontrada en CineNacional
1374907,Como si fuéramos solo amigos,Como si fuéramos solo amigos,2024,2024-12-05,2024-12-05,AR,,¿Se puede continuar una amistad después de pasar la noche con tu mejor amigx?,0.0577,0,0,exists_by_tmdb,196971,Como si fuéramos solo amigos,2024,Match por tmdb_id
1374800,Reflejado,Reflejado,2024,2024-12-05,2024-11-23,AR,Festival Internacional de Cine de Mar Del Plata,"La existencia de un limpiavidrios se convalida en el reflejo de su propio cuerpo, la imagen que le devuelven los vidrios que limpia a diario. Lo que ocurre adentro, en las oficinas o en las terrazas a",0.4977,0,0,exists_by_tmdb,196044,Reflejado,2024,Match por tmdb_id
1268358,El Protocolo Mutazion,El Protocolo Mutazion,2024,2024-12-05,2024-12-05,AR,Buenos Aires Rojo Sangre,"Maxi no es sólo un empleado lúgubre y medicado del departamento técnico de alguna empresa, deprimido por el fin de una relación que no puede superar. También es un ferviente seguidor de las teorías co",0.0998,0,0,missing,,,,No encontrada en CineNacional
1191611,Campamento con mamá,Campamento con mamá,2024,2024-12-05,2024-12-05,AS,Netflix,"Para salvar la acampada de fin de curso de su hijo, una madre soltera decide conducir el autobús mientras intenta demostrarle que puede ser una madre guay.",1.1909,6.885,65,missing,,,,No encontrada en CineNacional
1557367,Aflorar y Fenecer,Aflorar y Fenecer,2024,2024-12-04,2024-12-04,AR,,,0.0649,10,1,missing,,,,No encontrada en CineNacional
1413537,DAISY,DAISY,2024,2024-12-04,2024-12-04,AR,Festival de Experimentación Audiovisual LAV IV 2024,Daisy se adentra a un bosquecito para tomar el té y conocer nuevos amigos,0.0286,0,0,missing,,,,No encontrada en CineNacional
1391671,Desliz,Desliz,2024,2024-12-04,2024-12-04,AR,,Un jóven hombre comienza a ser perseguido por un extraño auto mientras mantiene una relación con otra mujer a espaldas de su novia.,0.0711,0,0,missing,,,,No encontrada en CineNacional
1386228,Corporea,Corporea,2024,2024-12-04,2024-12-04,AR,Buenos Aires Rojo Sangre,"Carolina vive encerrada en una rutina asfixiante, dentro de una casa enorme, llena de habitaciones vacías y puertas que nunca se abren. Un día, encuentra dentro de la casa a una mujer vestida de rojo,",0.2536,0,0,missing,,,,No encontrada en CineNacional
1357228,Aquella noche que los dólares se fugaron,Aquella noche que los dólares se fugaron,2024,2024-12-04,2024-12-04,AR,Festival Buenos Aires Rojo Sangre ,"Nikola vive una vida rutinaria y no encuentra una razón de ser. En un encuentro fugaz con una extraña persona, se sumergirá en una aventura surrealista donde tendrá la oportunidad de cambiar su vida p",0.1318,0,0,missing,,,,No encontrada en CineNacional
1398751,Un Perro,Un Perro,2024,2024-12-03,2024-12-03,AR,,"En una noche de Buenos Aires de los años 60s, un hombre realiza una entrevista de trabajo.",0,4,1,missing,,,,No encontrada en CineNacional
1398749,Vortex,Vortex,2024,2024-12-03,2024-12-03,AR,,"En un tranquilo día en la vida de una joven al estilo Pixar, todo parece ser perfectamente normal. Se despierta, escucha la radio, alimenta a sus gatos y realiza sus rutinas cotidianas. Pero un encuen",0.0071,1,1,missing,,,,No encontrada en CineNacional
1398747,El comienzo,El comienzo,2024,2024-12-03,2024-12-03,AR,,"Un cortometraje sobre el amor, en el que observamos no sólo el inicio de la relación entre la vida y la muerte, sino también el origen de la vida misma.",0.0071,3,1,missing,,,,No encontrada en CineNacional
1398744,Mentor,Mentor,2024,2024-12-03,2024-12-03,AR,,Cortometraje de Jorge Marinucci,0.0463,3,1,missing,,,,No encontrada en CineNacional
1398743,Canal 2: Las turbulentas aventuras,Canal 2: Las turbulentas aventuras,2024,2024-12-03,2024-12-03,AR,,Cortometraje de Dyler Ferreyra Brian Regert,0,6,1,missing,,,,No encontrada en CineNacional
1398740,Alicia en la gran pantalla,Alicia en la gran pantalla,2024,2024-12-03,2024-12-03,AR,,Cortometraje de Micaela Geslin,0.0143,3,1,missing,,,,No encontrada en CineNacional
1398738,Riñón pélvico,Riñón pélvico,2024,2024-12-03,2024-12-03,AR,,Cortometraje de Julián Urman,0.1724,2,1,missing,,,,No encontrada en CineNacional
1398736,Oniris,Oniris,2024,2024-12-03,2024-12-03,AR,,Cortometraje de Nano Bor,0,4,1,missing,,,,No encontrada en CineNacional
1398734,El otro lado,El otro lado,2024,2024-12-03,2024-12-03,AR,,Cortometraje de José Antonio Mauro,0,7,1,missing,,,,No encontrada en CineNacional
1386725,Cuando estoy lejos de mí,Cuando estoy lejos de mí,2024,2024-12-03,2024-12-03,AR,Festival Buenos Aires Rojo Sangre ,,0.0377,5,1,missing,,,,No encontrada en CineNacional
1512764,Azar Programado,Azar Programado,2024,2024-12-02,2024-12-02,AR,10/10,,0.0952,10,1,missing,,,,No encontrada en CineNacional
1397013,Familia,Familia,2024,2024-12-02,2025-10-25,ES,Curtas Festival do Imaxinario ,"Celeste esta regresando a su casa, cuando la llamada de su hijo de diez años la desespera: en su hogar hay un extraño que lo esta persiguiendo, diciéndole que lo va a matar.",0.0692,6,1,missing,,,,No encontrada en CineNacional
1397006,Como desatar el apocalipsis,Como desatar el apocalipsis,2024,2024-12-02,2024-12-02,AR,,"Killer debe matar al Anticristo, pero recibe un llamado de contraorden y duda sobre qué hacer. De él depende el destino del universo.",0.0592,6,1,missing,,,,No encontrada en CineNacional
1397001,Serafina,Serafina,2024,2024-12-02,2025-10-25,ES,Curtas Festival do Imaxinario,"En un pueblo desierto de la Puna, algo oscuro brota de la tierra. Solo quedan la vieja Cora, su hija Antonia y su nieta Serafina. La madre parte hacia Buenos Aires, dejando a la niña al cuidado de su ",0.1282,7,1,possible_match,197244,Serafín,2025,Posible match (88%)
1396492,La Última Mano,La Última Mano,2024,2024-12-02,2025-04-30,AR,,"Un hombre se encuentra en un misterioso edificio, el cual guarda muchos misterios y muchas dudas.",0.0071,0,0,missing,,,,No encontrada en CineNacional
1386265,Misión Delta,Misión Delta,2024,2024-12-02,2024-12-02,AR,Buenos Aires Rojo Sangre,Un grupo de élite se dirige a una zona desconocida en el Delta para rescatar a la hija de un corporativo. Lo que no saben... es al grave peligro al que se enfrentan.,0.1455,0,0,missing,,,,No encontrada en CineNacional
1386222,La ratonera,La ratonera,2024,2024-12-02,2024-12-02,AR,Buenos Aires Rojo Sangre,"La ratonera es la historia de Erika, una cuidadora de ancianos que se ve metida en peligrosas y retorcidas intrigas familiares, un vecino extraño y una caja misteriosa. Además de buscar sus propias ve",0.0357,0,0,missing,,,,No encontrada en CineNacional
1527729,La sombra de Watón,La sombra de Watón,2024,2024-12-01,2024-12-01,AR,,,0.0071,0,0,missing,,,,No encontrada en CineNacional
1472693,Café Con Miel,Café Con Miel,2024,2024-12-01,2024-12-01,AR,,,0.1313,0,0,missing,,,,No encontrada en CineNacional
1399061,Lorenzo y el Olvido,Lorenzo y el Olvido,2024,2024-12-01,2024-12-01,AR,,,0.0363,10,1,missing,,,,No encontrada en CineNacional
1396996,Principe constante,Principe constante,2024,2024-12-01,2024-12-01,AR,,"En una mazmorra medieval, un príncipe se encuentra en prisión hace más de veinte años por un presunto crimen. Su testimonio sostiene algunos hechos fantásticos, por lo cual es señalado como una person",0.1037,2,1,missing,,,,No encontrada en CineNacional
1396554,Los humanos también ladran,Los humanos también ladran,2024,2024-12-01,2024-12-01,AR,,,0.087,10,1,missing,,,,No encontrada en CineNacional
1395249,Cyborg,Cyborg,2024,2024-12-01,2024-12-01,AR,Buenos Aires Rojo Sangre FDSS 2024,,0.2115,0,0,missing,,,,No encontrada en CineNacional
1392990,El VIH se enamoró de mí,El VIH se enamoró de mí,2024,2024-12-01,2024-12-01,US,,,0.0837,0,0,missing,,,,No encontrada en CineNacional
1204185,El hombre que no pudo disparar,El hombre que no pudo disparar,2024,2024-12-01,2024-12-01,AR,,"Miguel, un viejo agente jubilado de la unidad bonaerense, lucha contra la idea de que la policía no investigue el asesinato de Santiago, su joven amigo y compañero, a manos de la mafia local.",0.0725,0,0,missing,,,,No encontrada en CineNacional
1191618,Las nubes,Las nubes,2024,2024-12-01,2024-05-07,ES,FANT – Festival de Cine Fantástico de Bilbao,"Pablo Prieto es un hombre marcado por la violencia desde su infancia, cuando mató accidentalmente a su hermano. Después de salvar la vida de un joven estudiante en un asalto, se convierte en el líder ",0.4407,10,1,missing,,,,No encontrada en CineNacional
1472313,El Conquistador,El Conquistador,2024,2024-11-30,2024-11-30,AR,,"En ""El Conquistador"", Leopoldo reconstruye sus recuerdos y refuerza la memoria colectiva a través de objetos coleccionables impregnados de historia.",0.1796,0,0,missing,,,,No encontrada en CineNacional
1452115,Hasta el cementerio de Flores,Hasta el cementerio de Flores,2024,2024-11-30,2024-11-30,AR,,,0.1181,0,0,missing,,,,No encontrada en CineNacional
1439075,Hermana muerte,Hermana muerte,2024,2024-11-30,2024-11-30,AR,,,0.2535,10,1,missing,,,,No encontrada en CineNacional
1438852,Algo Sobre Nosotros,Algo Sobre Nosotros,2024,2024-11-30,2024-11-30,AR,,,0.1543,0,0,missing,,,,No encontrada en CineNacional
