tmdb_id,tmdb_title,tmdb_original_title,tmdb_year,tmdb_release_date,premiere_date,premiere_country,premiere_note,tmdb_overview,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,status,local_id,local_title,local_year,match_reason
1045249,La invitada,La invitada,2023,2023-12-21,2023-12-21,AR,,"Ana, una joven huérfana, se muda a la casa en el bosque donde vive su única amiga. La ambición del padre de su amiga por apoderarse de las tierras cercanas despertará un antiguo culto pagano que utili",0.6663,0,0,exists_by_tmdb,192297,La invitada,2023,Match por tmdb_id
1533583,"Plantar: un presente, un futuro","Plantar: un presente, un futuro",2023,2023-12-20,2023-12-20,AR,,,0.1668,0,0,missing,,,,No encontrada en CineNacional
1383371,El Dependiente (adaptación),El Dependiente (adaptación),2023,2023-12-20,2023-12-20,AR,,"El siguiente corto es la adaptación del largometraje El dependiente (1969, Leonado Favio) realizado por los adolescentes que asistieron al taller de cine en la biblioteca popular de Ciudad Jardín dura",0.0614,0,0,missing,,,,No encontrada en CineNacional
1088361,La Dulce que Falta,La Dulce que Falta,2023,2023-12-20,2023-12-20,AR,,"Miguel, un duro padre de familia, Laura, una madre, aunque cariñosa, muy permisiva, y Valentina, su hija de siete años, retornan en auto felizmente de sus vacaciones. Sin embargo, una brusca pelea ent",0.1883,0,0,missing,,,,No encontrada en CineNacional
1197189,GPNK - El camino del gas,GPNK - El camino del gas,2023,2023-12-19,2023-12-19,AR,YouTube,"Documental creativo sobre la construcción del Gasoducto Presidente Néstor Kirchner, obra que cambia el paradigma energético de la Argentina, vivida y contada por un grupo de colaboradores involucrados",0.2159,0,0,missing,,,,No encontrada en CineNacional
1593067,Otra Vez,Otra Vez,2023,2023-12-18,2023-12-18,AR,,"En una Buenos Aires que nunca duerme, una banda corre contra el tiempo para alcanzar su destino. Entre luces, avenidas y miradas fugaces, un encuentro inesperado detiene el reloj: la chispa de un amor",0.1111,0,0,missing,,,,No encontrada en CineNacional
1302046,"Campeones, la gran final","Campeones, la gran final",2023,2023-12-18,2023-12-18,AR,Star+,"Reviví la final más dramática y apasionante de la historia de los mundiales, contada por sus protagonistas.",0.8073,0,0,missing,,,,No encontrada en CineNacional
1246905,媽媽的話,媽媽的話,2023,2023-12-18,2023-12-18,AR,,,1.7161,0,0,missing,,,,No encontrada en CineNacional
1241110,La Mirada de los Mil Metros,La Mirada de los Mil Metros,2023,2023-12-18,2023-12-18,AR,,"Victor, un ex teniente de la guerra de Malvinas, se encuentra hospitalizado a consecuencia de la catatonia. Por medio de un recorrido onírico y tenebroso, se adentra en la oscuridad de su mente, donde",0.0632,10,1,missing,,,,No encontrada en CineNacional
1220860,Para siempre,Para siempre,2023,2023-12-18,2023-12-18,AR,,El 18 de diciembre de 2022 quedó inmortalizado en la memoria de todos los argentinos para toda la eternidad. La Selección Argentina se quedó con la que probablemente fue la mejor final de toda la hist,1.1893,0,0,missing,,,,No encontrada en CineNacional
1153463,Messi,Messi,2023,2023-12-18,2023-12-18,AR,,,0.3167,0,0,missing,,,,No encontrada en CineNacional
1218748,Salir a Robar,Salir a Robar,2023,2023-12-17,2023-12-17,AR,,"""Salir a robar"" es un documental policial que narra la historia de Federico Petrozzino, un músico que descubre que el baúl de su auto fue saqueado y junto a él, sus pertenencias y su más preciado teso",0.185,0,0,missing,,,,No encontrada en CineNacional
1443360,Daddy Got Lucky,Daddy Got Lucky,2023,2023-12-15,2023-12-15,US,,,0,0,0,missing,,,,No encontrada en CineNacional
