tmdb_id,tmdb_title,tmdb_original_title,tmdb_year,tmdb_release_date,premiere_date,premiere_country,premiere_note,tmdb_overview,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,status,local_id,local_title,local_year,match_reason
1589320,Ayer ya es tarde,Ayer ya es tarde,2025,2025-12-05,2025-12-05,AR,Festival de Cine de la Escuela Subiela,"Tras sobrevivir al derrumbe que le arrebató al amor de su vida, Kairo descubre una grieta en el tiempo: la oportunidad de regresar unos segundos antes del desastre. ¿Será capaz de recuperar lo perdido",0.2528,0,0,missing,,,,No encontrada en CineNacional
1589317,Nada,Nada,2025,2025-12-05,,,,"Un encuentro casual une a Benito y Lisa en un viaje íntimo de ternura, compañía y vulnerabilidad compartida. Pero toda historia de amor deja huellas, y a veces el recuerdo de quien amamos se convierte",0.1058,0,0,missing,,,,No encontrada en CineNacional
1589315,Aires de olvido,Aires de olvido,2025,2025-12-05,2025-12-05,AR,,"En medio del caos de una protesta, un joven camarógrafo es herido de gravedad por la policia. Con ello, pierde su vista, su trabajo, su rumbo y parte de sí mismo. Mientras lidia con una hostil realida",0.0387,0,0,missing,,,,No encontrada en CineNacional
1589289,Encías,Encías,2025,2025-12-05,2025-12-05,AR,Festival de Cine de la Escuela Subiela,"Una madrugada, Pablo va al baño a cepillarse los dientes. En un momento, comienza a cepillarse con más fuerza, hasta que, de golpe, siente algo extraño: se mete la mano en la boca y, de ella, saca una",0.0071,0,0,missing,,,,No encontrada en CineNacional
1566530,El Compromiso,The commitment,2025,2025-12-05,2025-12-05,AR,Festival Eliseo Subiela,"Buenos Aires, principios de los 2000. Mauro, un empresario de la salud decidido a dar el salto a la política, trabaja en su discurso de campaña agobiado por la falta de genuinidad del mismo. Una irrup",0.5235,0,0,missing,,,,No encontrada en CineNacional
1565388,Festín,Festín,2025,2025-12-05,2025-12-05,CL,Festival Incorregibles - Nexo Cinema,,0.0314,0,0,missing,,,,No encontrada en CineNacional
1563345,Unamuno,Unamuno,2025,2025-12-05,2025-12-05,AR,,"Guillermo, un joven guionista, escribe la historia de Augusto, un novelista solitario de mediana edad que a su vez crea a Miguel, un personaje idealizado aunque agobiado por la falta de amor y la resi",0.0871,6,1,missing,,,,No encontrada en CineNacional
1592964,"Emechiche, El renacer de los cabeciblancos","Emechiche, El renacer de los cabeciblancos",2025,2025-12-04,2025-12-04,CO,,,0.1399,0,0,missing,,,,No encontrada en CineNacional
1566842,Weser,Weser,2025,2025-12-04,2025-11-10,AR,,"En un pequeño pueblo costero, un grupo de personas aisladas durante la cuarentena del COVID busca consuelo y sentido en la poesía frente a la muerte, mientras se aferra a la fantasía de reconstruir su",0.2379,0,0,exists_by_tmdb,197018,Weser,2025,Match por tmdb_id
1547050,Lali: La que le gana al tiempo,Lali: La que le gana al tiempo,2025,2025-12-04,2025-12-04,DE,Netflix,"Este documental sigue a Lali en su regreso tras cuatro años alejada del escenario, mostrando el viaje personal que la llevó a convertirse en la artista que conocemos hoy.",2.1637,4,3,exists_by_tmdb,197053,LALI: La que le gana al tiempo,2025,Match por tmdb_id
1593092,Manual Minimo del Mate,Manual Minimo del Mate,2025,2025-12-02,2025-12-02,AR,Centro Cultural Municipal Munro,,0.1169,0,0,missing,,,,No encontrada en CineNacional
1592427,Lo sagrado y lo oculto,Lo sagrado y lo oculto,2025,2025-12-02,2025-12-02,AR,,,0.0535,0,0,missing,,,,No encontrada en CineNacional
1616297,El día que desapareció el Obelisco,El día que desapareció el Obelisco,2025,2025-12-01,,,,La tranquilidad de Ituzaingó se rompe cuando un agente inmobiliario planea demoler las famosas réplicas de monumentos del barrio para construir modernas torres. Ante la amenaza de perder su patrimonio,0,10,1,missing,,,,No encontrada en CineNacional
1598011,El último té,El último té,2025,2025-12-01,2025-12-01,AR,,"Documental de modalidad poética sobre las huellas que deja la muerte. A través de Roberto, un limpiador post mortem, nos adentramos en espacios donde la soledad fue el testigo final. En cada rastro bo",0,0,0,missing,,,,No encontrada en CineNacional
1591938,Relatos Colectivos,Relatos Colectivos,2025,2025-12-01,2025-12-01,AR,FADU,,0.0338,0,0,missing,,,,No encontrada en CineNacional
1591347,Disclaimer: No es Hollywood,Disclaimer: No es Hollywood,2025,2025-12-01,2025-12-01,AR,,,0.0071,0,0,missing,,,,No encontrada en CineNacional
1587305,La Hermandad de los Dientes,La Hermandad de los Dientes,2025,2025-12-01,2025-12-01,AR,FADU,"En una escuela primaria de barrio corre un rumor inquietante: dicen que cada vez que la directora expulsa a un alumno, le saca un diente y lo guarda en un frasco en su oficina. Toribio, Julian y Belis",0.8627,0,0,missing,,,,No encontrada en CineNacional
1568128,Suprimir,Suprimir,2025,2025-12-01,2025-12-01,AR,,,0.1517,0,0,missing,,,,No encontrada en CineNacional
1565213,Un Chot@ Amor,Un Chot@ Amor,2025,2025-12-01,2025-12-01,AR,,"Martin es un joven que es secuestrado por Mica, una psicópata obsesionada con tener pareja. Durante una noche Martín será sometido a todo tipo de torturas sangrientas y ofrendas viscerales de Mica con",0.2035,0,0,missing,,,,No encontrada en CineNacional
1585300,Zamana,Zamana,2025,2025-11-30,2025-11-30,AR,FIDBA,,0.1682,0,0,missing,,,,No encontrada en CineNacional
1593760,Ke Personajes- Odisea Tour,Ke Personajes- Odisea Tour,2025,2025-11-29,2025-11-29,AR,,"“Odisea” de Ke Personajes es una gira masiva que celebra el auge de la banda, liderada por Emanuel Noir, destacando por shows épicos como el del Estadio Ferro con invitados de lujo como Karina la Prin",0.3603,0,0,missing,,,,No encontrada en CineNacional
1587212,Policía Depravado,Policía Depravado,2025,2025-11-29,2025-11-29,AR,Buenos Aires Rojo Sangre 2025,"Unos jóvenes de vida licenciosa son acechados, asesinados y ultrajados por un vigilante depravado sediento de venganza.",0.0981,0,0,missing,,,,No encontrada en CineNacional
1585289,Antes de morir prefiero la muerte,Antes de morir prefiero la muerte,2025,2025-11-29,2025-11-29,AR,FIDBA,,0.2864,0,0,missing,,,,No encontrada en CineNacional
1239261,La frecuencia Kirlian: La película,La frecuencia Kirlian: La película,2025,2025-11-29,2025-10-01,US,Beyond Fest,"Una radio de trasnoche, un locutor cadavérico, y cinco invitados con cinco historias inusuales de terror y ciencia ficción son el centro de la película que adapta a la pantalla grande la serie animada",0.2194,0,0,missing,,,,No encontrada en CineNacional
771252,Campamento Sol Naciente,Campamento Sol Naciente,2025,2025-11-29,2025-11-29,AR,Buenos Aire Rojo Sangre,"Década de los 80. Victor Baker inaugura una nueva temporada de su campamento juvenil de verano. Hay récord de niños y dos nuevos coordinadores, Ali y Tommy, se suman a los clásicos, Ricky y Gina. Pero",0.0575,0,0,exists_by_tmdb,9823,Campamento Sol Naciente,2020,Match por tmdb_id
1585153,Auda,Auda,2025,2025-11-28,2025-11-28,AR,FIDBA,,0.044,0,0,missing,,,,No encontrada en CineNacional
1585147,Tu presencia en tu ausencia,Tu presencia en tu ausencia,2025,2025-11-28,2025-11-28,AR,FIDBA,,0.0071,0,0,missing,,,,No encontrada en CineNacional
1583951,You are not alone,No estás sola,2025,2025-11-28,2025-11-28,AR,Festival Buenos Aires Rojo Sangre,"En medio de la noche, una joven atormentada por pesadillas recibe la visita de una presencia que viene a rescatarla. Unidas por el deseo y el miedo, construyen un refugio cosido con pedazos de sí mism",0.0593,0,0,missing,,,,No encontrada en CineNacional
1583333,La niebla,La niebla,2025,2025-11-28,2025-11-28,AR,,"Luego de una reciente separación de su pareja, Selva regresa a su casa natal. Allí se encuentra con su madre, con quien compartirá un fin de semana con reproches, reclamos y también entendimientos. Lo",0.1883,0,0,missing,,,,No encontrada en CineNacional
1583331,El reflejo del etnógrafo,El reflejo del etnógrafo,2025,2025-11-28,2025-11-28,AR,,"Este cortometraje representa un viaje real e imaginario. Es una película sobre la experiencia personal de un cineasta recorriendo Cuba. En el registro se mezcla el viaje previsible, el viaje evitable,",0.0261,0,0,missing,,,,No encontrada en CineNacional
1583328,Anahí en la orilla,Anahí en la orilla,2025,2025-11-28,2025-11-28,AR,,"El bosque no es solo un lugar, es un espejo del alma. Cuando Anahí cruza su umbral, cada encuentro con criaturas no es un azar, sino un desafío a su propia inocencia. Estas criaturas son mucho más que",0.0404,0,0,missing,,,,No encontrada en CineNacional
1568469,Fin de semana de la Dulzura,Fin de semana de la Dulzura,2025,2025-11-28,2025-11-28,AR,Buenos Aire Rojo Sangre,"Buscando escapar de la rutina y su rol de madre, Pilar se reúne con sus amigos durante un fin de semana de la dulzura. En el transcurso de la noche, la reunión se convierte en una pesadilla cuando com",0.1488,0,0,missing,,,,No encontrada en CineNacional
1568465,El llanto del perro,El llanto del perro,2025,2025-11-28,2025-11-28,AR,Buenos Aire Rojo Sangre,"Atormentada por la ansiedad, Gaby se retira a la casa aislada de Ema para recibir terapia alternativa. Lo que comienza como un camino hacia la sanación pronto se convierte en un inquietante ritual de ",0.1577,0,0,missing,,,,No encontrada en CineNacional
1525353,Esa muerte me ha matado,Thirst of Death,2025,2025-11-28,2025-11-28,AR,XXVI Buenos Aires Rojo Sangre ,"Francisca acepta una cita con una misteriosa pareja que conoció en una app. Cuando descubre un cadáver con marcas de mordida en el baño, se desata la pesadilla: queda atrapada a merced de dos vampiros",0.177,0,0,missing,,,,No encontrada en CineNacional
1592171,Puentes y Raíces,Puentes y Raíces,2025,2025-11-27,2025-11-27,AR,,"Un recorrido íntimo entre recuerdos de infancia, paisajes de la Patagonia y el creador de la serie ""Los Peques"". La película traza un diálogo entre dos generaciones de realizadores audiovisuales que, ",0.0143,0,0,missing,,,,No encontrada en CineNacional
1585119,La masacre de la pastoril,La masacre de la pastoril,2025,2025-11-27,2025-11-27,AR,FIDBA,,0.0071,0,0,missing,,,,No encontrada en CineNacional
1584649,Debajo de Esas Galeras,Debajo de Esas Galeras,2025,2025-11-27,2025-11-27,AR,,,0.0143,0,0,missing,,,,No encontrada en CineNacional
1583344,Marquesina,Marquesina,2025,2025-11-27,2025-11-27,AR,,Lorena y su amiga Agustina van juntas al velorio de un viejo conocido.,0.0143,0,0,missing,,,,No encontrada en CineNacional
1583342,Lito y sus amigos,Lito y sus amigos,2025,2025-11-27,2025-11-27,AR,,"Lito es un carpincho que se brinda, con su mate y su termo, a hacer amigos de la fauna cercana para poder generar descubrimientos, juegos e ideas nuevas al compás del chamamé. Siempre cerca del río, s",0.0297,0,0,missing,,,,No encontrada en CineNacional
1583339,Contrapunto con el diablo,Contrapunto con el diablo,2025,2025-11-27,2025-11-27,AR,,"Contrapunto con el Diablo es una historia ambientada en las islas del Paraná, que transmite una vivencia fantástica de amor. Pepe Olga, el Tape, al quedarse dormido en un sendero de vacas en el  carri",0.0243,0,0,missing,,,,No encontrada en CineNacional
1583336,Usuario desconocido,Usuario desconocido,2025,2025-11-27,2025-11-27,AR,,"Camila acaba de mudarse y decide retomar su rutina de ejercicios. Como todos los días, utiliza una aplicación de inteligencia artificial. Sin embargo, lo que inicia como una rutina cotidiana empieza a",0.0143,0,0,missing,,,,No encontrada en CineNacional
1568471,Júpiter,Júpiter,2025,2025-11-27,2025-11-27,AR,Buenos Aires Rojo Sangre,"Julián, un músico fracasado, conoce a Rebeca, una joven misteriosa y peligrosa. Juntos se ven envueltos en una noche de persecuciones, ataques de pánico y violencia, donde Julián deberá enfrentarse a ",0.0587,0,0,missing,,,,No encontrada en CineNacional
1555458,Que te atraviese el río gurí,Que te atraviese el río gurí,2025,2025-11-27,2025-11-27,AR,FICER,Un gurí y su familia van a pescar todos los fines de semana por las costas entrerrianas.,0.0143,0,0,missing,,,,No encontrada en CineNacional
1548581,CARDIGAN,CARDIGAN,2025,2025-11-27,2025-11-27,AR,"Estreno en proyección de cortometrajes animados de ENERC en el cine El Cairo (Rosario, Santa Fe, Argentina))","Cuando todo parece vacío, Fifi descubre que la memoria de su madre, guardada en un viejo suéter, puede devolverle los colores y la alegría a su vida.",0.1981,0,0,missing,,,,No encontrada en CineNacional
1587711,Stasis,Stasis,2025,2025-11-26,2025-11-26,AR,Publicación,Un cortometraje onírico de 1 minuto.,0.0634,7.5,2,missing,,,,No encontrada en CineNacional
1587048,Hambre,Hambre,2025,2025-11-26,2025-11-26,AR,,"En la Universidad Nacional de Moreno, una noche durante la toma universitaria nacional, un grupo de amigos estudiantes se apropian de un aula para descansar luego de un largo día. Alfredo cuenta una h",0.0143,10,1,missing,,,,No encontrada en CineNacional
1585105,El mayo más frío de la historia del mundo,El mayo más frío de la historia del mundo,2025,2025-11-26,2025-11-26,AR,FIDBA,,0.0673,0,0,missing,,,,No encontrada en CineNacional
1585099,Efectos secundarios,Efectos secundarios,2025,2025-11-26,2025-11-26,AR,FIDBA,,0.0411,0,0,missing,,,,No encontrada en CineNacional
1584597,"The Flesh, The Needle and Bullet","The Flesh, The Needle and Bullet",2025,2025-11-26,2025-11-26,AR,Festival Super 8 Infinito,,0.0071,0,0,missing,,,,No encontrada en CineNacional
1584593,"Sombras y luces, luces y sombras","Sombras y luces, luces y sombras",2025,2025-11-26,2025-11-26,AR,Festival Super 8 Infinito,,0,0,0,missing,,,,No encontrada en CineNacional
1584589,"Mil días, mil noches","Mil días, mil noches",2025,2025-11-26,2025-11-26,AR,Festival Super 8 Infinito,,0.052,0,0,missing,,,,No encontrada en CineNacional
1584583,En la oscuridad,En la oscuridad,2025,2025-11-26,2025-11-26,AR,Festival Super 8 Infinito,,0,0,0,missing,,,,No encontrada en CineNacional
1584579,Rosagante #2,Rosagante #2,2025,2025-11-26,2025-11-26,AR,Festival Super 8 Infinito,,0.1527,0,0,missing,,,,No encontrada en CineNacional
1584576,Memorias fragmentadas,Memorias fragmentadas,2025,2025-11-26,2025-11-26,AR,Festival Super 8 Infinito,,0.1399,0,0,missing,,,,No encontrada en CineNacional
1584570,Instancias,Instancias,2025,2025-11-26,2025-11-26,AR,Festival Super 8 Infinito,,0.2475,0,0,missing,,,,No encontrada en CineNacional
1584561,Diario de un alien abandonado,Diario de un alien abandonado,2025,2025-11-26,2025-11-26,AR,,,0.2812,0,0,missing,,,,No encontrada en CineNacional
1583347,Parte del río,Parte del río,2025,2025-11-26,2025-11-26,AR,,"El río Paraná como paisaje, cultura, tradición y territorio en disputa. En primera persona, Luis ”Cosita” Romero, baqueano y activista por los derechos ambientales, cuenta lo que fue la lucha contra e",0,0,0,missing,,,,No encontrada en CineNacional
1583345,Intermitentes,Intermitentes,2025,2025-11-26,2025-11-26,AR,,"Todo es doble, todo tiene dos polos y su par de opuestos. Los extremos se tocan, todas las verdades son medias verdades y todas las paradojas pueden reconciliarse.",0,0,0,missing,,,,No encontrada en CineNacional
1583319,Museo de la subversión,Museo de la subversión,2025,2025-11-26,2025-11-26,AR,,"El hallazgo de varias cintas grabadas en 1985, durante los “Juicios a las Juntas”, en el interior del Museo Antisubversivo de Buenos Aires, permite reconstruir como pocas veces el accionar discursivo ",1.8717,0,0,missing,,,,No encontrada en CineNacional
1583317,El viaje,El viaje,2025,2025-11-26,2025-11-26,AR,,"Larissa rememora su vida cuando, siendo una pequeña niña inglesa, vivió en Santa Elena en la década del 70. Con un álbum de fotos construye un puente entre sus emociones y sus recuerdos, ligados a la ",0.0579,0,0,missing,,,,No encontrada en CineNacional
1588888,Contacto,Contacto,2025,2025-11-25,2025-11-25,AR,,"Luego de ser abducido y reemplazado por un alienígena, un ""adolescente"" utiliza un desafío viral como carnada para arrastrar a su amigo hacía un ritual, donde la línea entre lo humano y lo impostor se",0.1915,0,0,missing,,,,No encontrada en CineNacional
1584754,Deserto Vértigo,Deserto Vértigo,2025,2025-11-25,2025-11-25,AR,Festival Internacional de Cine Documental Buenos Aires,,0.1636,0,0,missing,,,,No encontrada en CineNacional
1584751,Esas ruinas,Esas ruinas,2025,2025-11-25,2025-11-25,AR,Festival Internacional de Cine Documental Buenos Aires,,0,0,0,missing,,,,No encontrada en CineNacional
1584651,Interferencia,Interferencia,2025,2025-11-25,2025-11-25,AR,,,0.0143,0,0,missing,,,,No encontrada en CineNacional
1583322,Amor trava,Amor trava,2025,2025-11-25,2025-11-25,AR,,"Amor Trava es el retrato de Aurora, adolescente en transición. Son parte de este documental sus proyectos a futuro, sus miedos y la relación con su mamá. Su vida está atravesada estéticamente por la c",0.0143,0,0,exists_by_title,197033,Amor trava,2025,Match por título (100%)
1579646,Como lo llevo yo,Como lo llevo yo,2025,2025-11-25,2025-11-25,AR,,,0.1216,0,0,missing,,,,No encontrada en CineNacional
1575987,La Casaca,La Casaca,2025,2025-11-25,2025-11-25,AR,UADE,,0.0143,9,1,missing,,,,No encontrada en CineNacional
1574571,Lëtzebuerger an Argentinien,Lëtzebuerger an Argentinien,2025,2025-11-25,2025-11-25,LU,,,0,0,0,missing,,,,No encontrada en CineNacional
1528840,No te las comas,No te las comas,2025,2025-11-25,2025-11-25,AR,Buenos Aires Rojo Sangre Edición XXVI,,0.0704,0,0,missing,,,,No encontrada en CineNacional
1380093,ek • stasis,ek • stasis,2025,2025-11-25,2025-11-25,ES,Festival de Cine de Zaragoza,"En la fiesta de Año Nuevo de Martina, una joven influencer argentina, su compleja amistad de toda la vida con Joaco da un giro inesperado, seguido por un trágico accidente.",0.1534,0,0,missing,,,,No encontrada en CineNacional
1586413,PSIBOT,PSIBOT,2025,2025-11-24,2025-11-24,AR,,"En una reunión de amigos, lo que empezaron siendo bromas pesadas, acaba por convertirse en el motor de una masacre impulsada por un consejero particular.",0.1234,0,0,missing,,,,No encontrada en CineNacional
1585674,Res Extensa,Res Extensa,2025,2025-11-24,2025-11-24,AR,Festival Rojo Sangre Buenos Aires,,0.0256,0,0,missing,,,,No encontrada en CineNacional
1584750,Los no humanos,Los no humanos,2025,2025-11-24,2025-11-24,AR,Festival Internacional de Cine Documental de Buenos Aires,,0.0071,0,0,missing,,,,No encontrada en CineNacional
1587029,El vuelo del moscardón,El vuelo del moscardón,2025,2025-11-23,2025-11-23,AR,Estrenada en Cine Roma de Alberti,"Un joven, Andrés, llega a la ciudad bonaerense de Alberti en busca de su abuelo en el momento que se desarrolla una particular situación en torno a la barihuí. Allí conoce a diferentes personajes, ent",0.7047,0,0,missing,,,,No encontrada en CineNacional
1586826,Invasión del Planeta X-tasis,Invasión del Planeta X-tasis,2025,2025-11-23,2025-11-23,AR,Festival Buenos Aires Rojo Sangre - Proyección Fin de Semana Sangriento,"Toda especie siente el paso del tiempo, y la de Eva no es la excepción. Débil y fuera de control, se estrella contra una fábrica en las afueras de Buenos Aires. Lo que debería haber sido su final se c",0.0623,10,1,missing,,,,No encontrada en CineNacional
1586311,Penumbra,Penumbra,2025,2025-11-23,2025-11-23,AR,Festival Buenos Aires Rojo Sangre,,0.0071,0,0,missing,,,,No encontrada en CineNacional
1586304,El extraño,El extraño,2025,2025-11-23,2025-11-23,AR,Festival Buenos Aires Rojo Sangre,,0.072,0,0,missing,,,,No encontrada en CineNacional
1586292,Serafín,Serafín,2025,2025-11-23,2025-11-23,AR,Festival Buenos Aires Rojo Sangre,,0.0766,0,0,missing,,,,No encontrada en CineNacional
1580409,Jamás me iré,Jamás me iré,2025,2025-11-23,2025-11-23,AR,Festival Buenos Aires Rojo Sangre,,0.0865,0,0,missing,,,,No encontrada en CineNacional
1528867,Terapia Regresiva,Terapia Regresiva,2025,2025-11-23,2025-11-23,AR,Buenos Aires Rojo Sangre 2025,"Nino, un joven con discapacidad e impedimento en el habla que está aparentemente obsesionado con su pequeño reloj de bolsillo, vive con su hermana Felicitas y el novio de esta, Nahuel, a los cuales le",0.0679,0,0,missing,,,,No encontrada en CineNacional
1588861,BUBU,BUBU,2025,2025-11-22,2025-11-22,AR,BARS 2025,,0.0314,10,1,missing,,,,No encontrada en CineNacional
1588052,Tenebrios,Tenebrios,2025,2025-11-22,2025-11-22,AR,,"Jano, inmerso en una crisis de salud, ve su cuerpo deteriorarse inexplicablemente. Atrapado por la hipnótica flauta de su vecina, su obsesión crece mientras gusanos emergen de su entorno y lo infectan",0.0168,0,0,missing,,,,No encontrada en CineNacional
1586253,Hermana,Hermana,2025,2025-11-22,2025-11-22,AR,Festival Buenos Aires Rojo Sangre,,0.0589,0,0,missing,,,,No encontrada en CineNacional
1586247,Umbral,Umbral,2025,2025-11-22,2025-11-22,AR,Festival Buenos Aires Rojo Sangre,,0.1142,0,0,possible_match,4346,Umbra,0,Posible match (83%)
1586242,Río seco,Río seco,2025,2025-11-21,2025-11-21,AR,Festival Buenos Aires Rojo Sangre,,0,10,1,missing,,,,No encontrada en CineNacional
1586234,La ninfa,La ninfa,2025,2025-11-21,2025-11-21,AR,Festival Buenos Aires Rojo Sangre,,0.2467,0,0,missing,,,,No encontrada en CineNacional
1586193,Los días de las grietas,Los días de las grietas,2025,2025-11-21,2025-11-21,AR,Festival Buenos Aires Rojo Sangre,,0.1555,0,0,missing,,,,No encontrada en CineNacional
1584853,Memoria,Memoria,2025,2025-11-21,2025-11-21,PA,,,0.1015,0,0,missing,,,,No encontrada en CineNacional
1584745,Sacrificium,Sacrificium,2025,2025-11-21,2025-11-21,AR,Festival Buenos Aires Rojo Sangre,,0,10,1,missing,,,,No encontrada en CineNacional
1581314,Alicia en el Río de la Plata,Alicia en el Río de la Plata,2025,2025-11-21,2025-11-21,AR,Festival Buenos Aires Rojo Sangre,,0.0071,0,0,missing,,,,No encontrada en CineNacional
