ID,Título,Año,Director(es),Slug
161114,"Solo",2004,"Jimena Domínguez, Ximena González, Mirta Malceñido, Rosana Portales, Giselle Vitullo",solo-2
161115,"Solo",2014,"José Ramón Nóvoa",solo-3
3806,"Solo",2019,"Artemio Benki, Jimena Domínguez, Nicolás Kliczkowski, Guillermo Rocamora, Ximena González, Mirta Malceñido, Rosana Portales, Giselle Vitullo, Lolo Paradell",solo-i
161117,"Sombras",1930,"Luis Saslavsky",sombras
2614,"Sombras",Sin año,"Mauro Bedendo, Pietro Picolomini, Armando Saltzman",sombras-2
1928,"Sombras de Buenos Aires",1923,"Julio Irigoyen",sombras-de-buenos-aires-2
161119,"Sombras de Buenos Aires",1939,"Julio Irigoyen",sombras-de-buenos-aires
161121,"Soñar no cuesta nada",1941,"Luis César Amadori, Enrique Cahen Salaberry",sonar-no-cuesta-nada
1951,"Soñar no cuesta nada",2006,"Rodrigo Triana, Luis César Amadori, Enrique Cahen Salaberry",sonar-no-cuesta-nada-2
7357,"Sublime",2010,"Juan Hendel",sublime
159401,"Sublime",2022,"Mariano Biasin, María Laura Berch, Florencia Momo, Verónica Biasin, Lucas Aranda, Natalia Biasin, Verónica Biasin, Mariana Berch",sublime-2
161125,"Superficies",2013,"Martín Aliaga",superficies
9723,"Superficies",2020,"Cristina Motta, Martín Aliaga",superficies-i
161128,"Tango",1998,"Carlos Saura, María Inés Teyssié",tango-2-2
2270,"Tango",2005,"Alberto Cortés, Carlos Saura, María Inés Teyssié",tango-3
1674,"Tango argentino",1900,"Eugenio Py, Simón Feldman",tango-argentino-2
161130,"Tango argentino",1969,"Simón Feldman",tango-argentino
161132,"Tarde",2005,"Bernardo Francese, Ignacio Laxalde",tarde
4607,"Tarde",Sin año,"Santiago Palavecino, Ignacio Laxalde",tarde-2
163512,"Temblor",1993,"Silvina Szperling",temblor-2
4877,"Temblor",Sin año,"Sin director",temblor
5298,"Tempus Fugit",2003,"Raúl Julián Andrade, Yanil Selún",tempus-fugit-2
5831,"Tempus Fugit",2003,"Sin director",tempus-fugit
161134,"Territorio",1999,"Marcelo del Puerto, Damián Leibovich",territorio
2804,"Territorio",2018,"Malena Martínez, Irina Hayipanteli, Damián Leibovich",territorio-i
196608,"Territorio",2024,"José Celestino Campusano, Marcos Izaguirre, Sol Rodríguez Seoane",territorio-2
161136,"Tiempo muerto",2010,"Baltazar Tokman, Iván Tokman",tiempo-muerto
7437,"Tiempo muerto",2016,"Víctor Postiglione, Baltazar Tokman, Iván Tokman",tiempo-muerto-2
161138,"Tierra adentro",1941,"Tino Dalbi",tierra-adentro
1744,"Tierra adentro",2010,"Ulises de la Orden, Aylén Spera",tierra-adentro-2
161142,"Tigre",1937,"Emilio W. Werner",tigre
2869,"Tigre",2017,"Silvina Schnicer, Ulises Porra Guardiola, Mariana Mitre, María Laura Berch",tigre-2
161144,"Tinta roja",1998,"Carmen Guarini, Marcelo Céspedes",tinta-roja
2211,"Tinta roja",2006,"Agustina Gurevich, Ginés Velázquez, Marcelo Céspedes",tinta-roja-2
161146,"Tiro de gracia",1969,"Ricardo Becher",tiro-de-gracia
1769,"Tiro de gracia",2013,"Nicolás Lidijover, Ricardo Becher",tiro-de-gracia-2
161148,"Todo el año es navidad",1960,"Román Viñoly Barreto",todo-el-ano-es-navidad
1774,"Todo el año es Navidad",2018,"Néstor Frenkel, Tomás Pernich",todo-el-ano-es-navidad-2
161150,"Todo el tiempo del mundo",2011,"Juan Hendel",todo-el-tiempo-del-mundo
7359,"Todo el tiempo del mundo",2015,"Rosendo Ruiz",todo-el-tiempo-del-mundo-2
161152,"Tokio",1998,"Ezequiel Acuña",tokio
2603,"Tokio",2015,"Maximiliano Gutiérrez, Lautaro Perín",tokio-2
161154,"Torino",2001,"Hernán Goldfrid",torino
2731,"Torino",2010,"Agustín Rolandelli, Hernán Goldfrid",torino-2
161156,"Tres",2013,"Iván Iannamico, Juan Flores",tres
8348,"Tres",Sin año,"Diego Schipani, Juan Flores",tres-i
161160,"Ulises",1975,"Juan Bautista Stagnaro",ulises
3358,"Ulises",2011,"Oscar Godoy, Juan Bautista Stagnaro",ulises-2
161162,"Un día",2005,"Fernando Balihaut",un-dia
5784,"Un día",2013,"Germán Ruiz, Fernando Balihaut",un-dia-2
5908,"Un género difícil",2006,"Gisela Canggiani, Pablo Alejandro Girola, Camila Pérez Mollo",un-genero-dificil-2
161164,"Un género difícil",2006,"Pablo Alejandro Girola, Camila Pérez Mollo",un-genero-dificil
161166,"Un guapo del 900",1952,"Lucas Demare",un-guapo-del-900
161167,"Un guapo del 900",1960,"Leopoldo Torre Nilsson, Ricardo Becher",un-guapo-del-900-2
933,"Un guapo del 900",1971,"Lautaro Murúa, Leopoldo Torre Nilsson, Ricardo Becher",un-guapo-del-900-3
4603,"Un mantel escocés",2004,"Grupo Humus, Agustín Gregori",un-mantel-escoces-2
161169,"Un mantel escocés",2004,"Agustín Gregori",un-mantel-escoces
161171,"Una excursión a los indios ranqueles",1963,"Derlis M. Beccaglia",una-excursion-a-los-indios-ranqueles
698,"Una excursión a los indios ranqueles",1965,"Derlis M. Beccaglia",una-excursion-a-los-indios-ranqueles-2
1490,"Una mujer",1975,"Juan José Stagnaro, Adolfo Aristarain, Carlos Gandolfo",una-mujer
186848,"Una mujer",2021,"Jeanine Meerapfel",una-mujer-2
161173,"Unheimlich",2006,"Pablo Baltera",unheimlich
5794,"Unheimlich",2019,"Emilio López, Pablo Baltera",unheimlich-i
161175,"Vecinas",1984,"María Victoria Menis",vecinas
3354,"Vecinas",2003,"Manuel Lorenzo, María Victoria Menis",vecinas-2
161177,"Vecinos",2002,"Julio Hiver",vecinos
4654,"Vecinos",2008,"Rodolfo Durán, Carla Berdichevsky",vecinos-2
3999,"Ventana",1975,"Claudio Caldini, Pablo Javier Damonte",ventana-2
161179,"Ventana",2002,"Pablo Javier Damonte",ventana
161188,"Victoria",2004,"Santiago Villarroel, Hugo Curletto, Andrés Peruzzi",victoria
161189,"Victoria",2006,"Maria Sol Ortolochipi, María Sol Portillo Arias",victoria-2
5863,"Victoria",2008,"Adrián Jaime, Santiago Villarroel, Juan Villegas, María Sol Portillo Arias, Hugo Curletto, Andrés Peruzzi",victoria-3
161191,"Vida",2003,"Analía Gómez D'Iorio",vida
5070,"Vida",2018,"María Eugenia Lombardi, Carolina Reynoso",vida-i
161193,"Viento Norte",1937,"Mario Soffici",viento-norte
2035,"Viento norte",2020,"Daniel Biondi, Sol Araya",viento-norte-i
194012,"Vladimir",2023,"Martín Riwnyj",vladimir-2
5687,"Vladimir",Sin año,"Silvana Jarmoluk",vladimir
161195,"Volver",1982,"David Lipszyc, Felipe López, Urbano López, Gustavo Wagner",volver
2078,"Volver",2002,"Matías Caivano, David Lipszyc, Felipe López, Urbano López, Gustavo Wagner",volver-i
161199,"Ya tiene comisario el pueblo",1936,"Claudio Martínez Payva, Eduardo Morera",ya-tiene-comisario-el-pueblo
2031,"Ya tiene comisario el pueblo",1967,"Enrique Carreras, Eduardo Morera",ya-tiene-comisario-el-pueblo-2
161201,"Yarará",2013,"Rocío Caliri, Melina Marcow",yarara
8243,"Yarará",2015,"Sebastián Sarquís, Melina Marcow",yarara-i
161203,"Yo quiero ser bataclana",1941,"Manuel Romero",yo-quiero-ser-bataclana
2054,"Yo quiero ser bataclana",2005,"María Inés Gómez, Solange Bottegoni, Alejandro Intrieri",yo-quiero-ser-bataclana-2
161205,"Zama",1984,"Nicolás Sarquís",zama
3324,"Zama",2017,"Lucrecia Martel, Fabiana Tiscornia, Verónica Souto, Natalia Smirnoff",zama-2
